"prey_class","prey_order","prey_family","prey_sp","life_stage","vert_habitat","horz_habitat","diel_migrant","diel_migrant_cat","refuge","refuge_cat","season_migrant","season_cat","body_shape","l_max","phys_defense","transparent","col_disrupt","silver","countershade","gregarious_primary","trophic_level","fisheries_status"
"Actinopterygii","Aulopiformes","Paralepididae","Magnisudis atlantica","adult","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","elongated",56,0,"1","0","1","0","schooling","3.65","none"
"Actinopterygii","Aulopiformes","Paralepididae","Magnisudis atlantica","juvenile","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","elongated",9.7,0,"1","0","1","0","schooling","NA","none"
"Actinopterygii","Aulopiformes","Paralepididae","Magnisudis atlantica","larva","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","elongated",3.5,0,"1","0","1","0","schooling","NA","none"
"Actinopterygii","Beloniformes","Belonidae","Strongylura exilis","larva","epipelagic","coastal","NA","diel_UN","0","refuge_no","1","season_yes","elongated",6.8,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus luetkeni","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",8.8,0,"0","1","1","1","schooling","3.78","none"
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus luetkeni","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",4.1,0,"0","1","1","1","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Lobianchia gemellarii","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",9.89,0,"0","1","1","1","schooling","3","none"
"Actinopterygii","Myctophiformes","Myctophidae","Lobianchia gemellarii","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",4.5,0,"0","1","1","1","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Myctophum punctatum","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",11,0,"0","1","1","1","schooling","3.3900001049999999","none"
"Actinopterygii","Myctophiformes","Myctophidae","Myctophum punctatum","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",2,0,"0","1","1","1","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Notoscopelus kroyeri","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",14.3,0,"0","1","1","1","schooling","3.17","none"
"Actinopterygii","Myctophiformes","Myctophidae","Notoscopelus kroyeri","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",9.4,0,"0","1","1","1","schooling","NA","none"
"Actinopterygii","Ophidiiformes","Aphyonidae","Barathronus parfaiti","adult","bathypelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","eel-like",10,0,"1","0","0","0","solitary","3.4","none"
"Actinopterygii","Perciformes","Centrolophidae","Centrolophus niger","adult","mesopelagic","oceanic","1","diel_yes","1","refuge_yes","NA","season_NA","fusiform",150,1,"0","0","0","1","schooling","3.92","potential"
"Actinopterygii","Perciformes","Centrolophidae","Centrolophus niger","juvenile","epipelagic","oceanic","1","diel_yes","1","refuge_yes","NA","season_NA","fusiform",45.4,1,"0","1","0","1","schooling","NA","none"
"Actinopterygii","Perciformes","Chiasmodontidae","Chiasmodon niger","adult","bathypelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",25,1,"0","0","0","0","solitary","4.2","none"
"Actinopterygii","Perciformes","Gempylidae","Gempylus serpens","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",100,1,"0","0","1","1","solitary","4.3499999999999996","minor commercial"
"Actinopterygii","Perciformes","Gempylidae","Gempylus serpens","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",46.5,1,"NA","NA","NA","NA","solitary","NA","none"
"Actinopterygii","Perciformes","Gempylidae","Nealotus tripes","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",25,1,"0","0","1","0","solitary","4.2","subsistence fisheries"
"Actinopterygii","Perciformes","Gempylidae","Nealotus tripes","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",15,1,"0","0","1","0","solitary","NA","none"
"Actinopterygii","Perciformes","Sparidae","Spondyliosoma cantharus","adult","demersal","coastal","0","diel_no","1","refuge_yes","1","season_yes","fusiform",60,1,"0","1","1","0","schooling","3.34","commercial"
"Actinopterygii","Perciformes","Sparidae","Spondyliosoma cantharus","juvenile","epipelagic","coastal","0","diel_no","1","refuge_yes","0","season_no","fusiform",19.7,1,"0","1","1","0","schooling","NA","none"
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus imperatorius","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","compressiform",6.8,0,"0","0","1","0","schooling","3.1","none"
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus imperatorius","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","compressiform",4.25,0,"0","0","1","0","schooling","NA","none"
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx obscura","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","compressiform",4.5,0,"0","0","1","0","solitary","3.3","none"
"Actinopterygii","Stomiiformes","Stomiidae","Photonectes margarita","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","elongated",39.6,0,"0","1","0","0","solitary","4.03","none"
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis encrasicolus","larva","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","elongated",1.5,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis japonicus","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","elongated",2,0,"1","0","0","0","schooling","NA","none"
"Gastropoda","Caenogastropoda","Epitoniodea","Janthina exigua","adult","epipelagic","oceanic","0","diel_no","0","refuge_no","0","season_no","globiform",1.53,1,"0","0","0","0","solitary","NA","none"
"Gastropoda","Littorinimorpha","Atlantidae","Atlanta peronii","adult","epipelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","compressiform",1.1,1,"1","0","0","0","solitary","3.4","none"
"Gastropoda","Littorinimorpha","Carinariidae","Carinaria lamarckii","adult","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",11.5,1,"1","0","0","0","solitary","NA","none"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes diploproa","juvenile","demersal","continental shelf","0","diel_no","1","refuge_yes","1","season_yes","fusiform",19,1,"0","1","1","1","shoaling","NA","none"
"Actinopterygii","Aulopiformes","Paralepididae","Paralepis coregonoides","larva","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","elongated",3.3,0,"1","0","1","0","schooling","NA","none"
"Cephalopoda","Octopoda","Argonautidae","Argonauta nouryi","adult","epipelagic","oceanic","0","diel_no","0","refuge_no","NA","season_NA","compressiform",17.4,1,"0","1","0","0","schooling","3.44","none"
"Cephalopoda","Octopoda","Argonautidae","Argonauta nouryi","juvenile","epipelagic","oceanic","0","diel_no","0","refuge_no","NA","season_NA","globiform",2,1,"0","1","0","0","schooling","NA","none"
"Actinopterygii","Tetraodontiformes","Ostraciidae","Lactoria diaphana","adult","demersal","reef-associated","NA","diel_UN","1","refuge_yes","1","season_yes","globiform",34,1,"0","1","0","0","solitary","3.3","none"
"Actinopterygii","Tetraodontiformes","Ostraciidae","Lactoria diaphana","juvenile","epipelagic","continental shelf","NA","diel_UN","0","refuge_no","NA","season_NA","globiform",10.2,1,"1","1","0","0","solitary","NA","none"
"Actinopterygii","Gadiformes","Gadidae","Micromesistius poutassou","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",55.5,0,"0","0","1","1","schooling","4.13","highly commercial"
"Actinopterygii","Gadiformes","Gadidae","Micromesistius poutassou","juvenile","epipelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",15,0,"0","0","1","1","schooling","NA","none"
"Actinopterygii","Gadiformes","Gadidae","Micromesistius poutassou","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",0.75,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Aulopiformes","Paralepididae","Paralepis coregonoides","juvenile","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","elongated",12.87,0,"1","0","1","0","schooling","NA","none"
"Actinopterygii","Perciformes","Carangidae","Selene setapinnis","adult","demersal","coastal","NA","diel_UN","0","refuge_no","0","season_no","compressiform",60,1,"0","0","1","0","schooling","3.72","highly commercial"
"Actinopterygii","Perciformes","Carangidae","Selene setapinnis","juvenile","demersal","coastal","NA","diel_UN","0","refuge_no","0","season_no","compressiform",20.5,1,"0","0","1","0","schooling","NA","aquarium"
"Actinopterygii","Perciformes","Carangidae","Selene setapinnis","larva","epipelagic","coastal","NA","diel_UN","0","refuge_no","NA","season_NA","compressiform",0.95,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Perciformes","Bramidae","Brama brama","adult","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","compressiform",100,0,"0","0","1","1","schooling","4.08","commercial"
"Actinopterygii","Perciformes","Sparidae","Diplodus sargus","adult","demersal","reef-associated","0","diel_no","1","refuge_yes","1","season_yes","fusiform",45,1,"0","1","1","0","schooling","3.38","minor commercial"
"Actinopterygii","Perciformes","Sparidae","Diplodus sargus","juvenile","demersal","reef-associated","0","diel_no","1","refuge_yes","1","season_yes","fusiform",21,1,"0","1","1","0","schooling","NA","minor commercial"
"Actinopterygii","Perciformes","Sparidae","Diplodus sargus","larva","epipelagic","coastal","0","diel_no","0","refuge_no","1","season_yes","elongated",1,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Octopoda","Eledonidae","Eledone cirrhosa","adult","benthic","continental shelf","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",55,0,"0","1","0","0","solitary","3.7","highly commercial"
"Cephalopoda","Octopoda","Eledonidae","Eledone cirrhosa","juvenile","benthic","continental shelf","1","diel_yes","1","refuge_yes","0","season_no","fusiform",11.1,0,"0","1","0","0","solitary","NA","none"
"Actinopterygii","Perciformes","Carangidae","Trachurus japonicus","adult","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","fusiform",50,1,"0","0","1","1","schooling","3.4","highly commercial"
"Actinopterygii","Perciformes","Carangidae","Trachurus japonicus","juvenile","epipelagic","coastal","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",17.1,1,"0","0","1","1","schooling","NA","none"
"Cephalopoda","Oegopsida","Ommastrephidae","Dosidicus gigas","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",400,0,"0","0","0","0","shoaling","4.1500000000000004","commercial"
"Cephalopoda","Oegopsida","Ommastrephidae","Dosidicus gigas","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",29.7,0,"1","1","0","0","schooling","NA","none"
"Actinopterygii","Argentiniformes","Bathylagidae","Bathylagoides wesethi","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",2.5,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Perciformes","Sparidae","Boops boops","adult","demersal","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",40,1,"0","1","1","1","schooling","2.79","highly commercial"
"Actinopterygii","Perciformes","Sparidae","Boops boops","juvenile","demersal","continental shelf","1","diel_yes","0","refuge_no","0","season_no","fusiform",14.3,1,"0","1","1","1","schooling","NA","none"
"Actinopterygii","Perciformes","Nomeidae","Psenes pellucidus","adult","epipelagic","oceanic","NA","diel_UN","1","refuge_yes","NA","season_NA","compressiform",80,1,"1","0","1","0","shoaling","3.85","commercial"
"Actinopterygii","Perciformes","Nomeidae","Psenes pellucidus","juvenile","epipelagic","oceanic","NA","diel_UN","1","refuge_yes","NA","season_NA","compressiform",12,1,"1","1","1","0","shoaling","NA","none"
"Actinopterygii","Perciformes","Pomacentridae","Chromis punctipinnis","larva","epipelagic","coastal","0","diel_no","0","refuge_no","1","season_yes","fusiform",1.9,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus theta","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",11.4,0,"0","1","1","1","schooling","3.19","none"
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus theta","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",5.5,0,"0","1","1","1","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus theta","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",1.37,0,"1","1","0","0","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus townsendi","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","fusiform",18.4,0,"0","1","1","1","schooling","3.5","none"
"Actinopterygii","Stomiiformes","Phosichthyidae","Vinciguerria lucetia","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",8,0,"0","0","1","1","schooling","3.2","none"
"Actinopterygii","Stomiiformes","Phosichthyidae","Vinciguerria lucetia","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",4.5,0,"0","0","1","1","schooling","NA","none"
"Actinopterygii","Stomiiformes","Phosichthyidae","Vinciguerria lucetia","larva","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",1.45,0,"1","0","1","0","schooling","NA","none"
"Actinopterygii","Perciformes","Scombridae","Scomber japonicus","adult","epipelagic","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",64,1,"0","1","1","1","schooling","3.38","highly commercial"
"Actinopterygii","Perciformes","Scombridae","Scomber japonicus","juvenile","epipelagic","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","fusiform",26.1,1,"0","1","1","1","schooling","NA","none"
"Actinopterygii","Scorpaeniformes","Agonidae","Bathyagonus pentacanthus","adult","demersal","continental shelf","0","diel_no","1","refuge_yes","NA","season_NA","elongated",23,1,"0","0","0","1","solitary","3.2","none"
"Actinopterygii","Scorpaeniformes","Agonidae","Bathyagonus pentacanthus","juvenile","epipelagic","continental shelf","0","diel_no","0","refuge_no","NA","season_NA","elongated",2.5,1,"0","1","0","0","solitary","NA","none"
"Actinopterygii","Scorpaeniformes","Agonidae","Bathyagonus pentacanthus","larva","epipelagic","continental shelf","1","diel_yes","0","refuge_no","NA","season_NA","elongated",1.5,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Melamphaes lugubris","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",16,1,"0","0","0","0","NA","3.8","none"
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Melamphaes lugubris","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",4,1,"0","0","0","0","NA","NA","none"
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Melamphaes lugubris","larva","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",1.52,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes helvomaculatus","adult","demersal","continental shelf","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",41,1,"0","1","0","1","shoaling","3.7","recreational"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes helvomaculatus","juvenile","demersal","continental shelf","NA","diel_UN","1","refuge_yes","0","season_no","fusiform",23,1,"0","1","0","0","shoaling","NA","none"
"Actinopterygii","Clupeiformes","Clupeidae","Sardinella aurita","adult","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","fusiform",36,0,"0","0","1","1","schooling","3.4","highly commercial"
"Actinopterygii","Clupeiformes","Clupeidae","Sardinella aurita","juvenile","epipelagic","coastal","1","diel_yes","0","refuge_no","0","season_no","fusiform",14.4,0,"0","0","1","1","schooling","NA","none"
"Actinopterygii","Perciformes","Carangidae","Trachurus symmetricus","adult","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",81,1,"0","0","1","1","schooling","3.57","commercial"
"Actinopterygii","Perciformes","Carangidae","Trachurus symmetricus","juvenile","epipelagic","oceanic","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",25,1,"0","0","1","1","schooling","NA","none"
"Cephalopoda","Oegopsida","Chiroteuthidae","Chiroteuthis veranii","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",130,0,"0","1","0","0","shoaling","4.04","none"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes zacentrus","adult","demersal","continental shelf","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",45,1,"0","1","0","0","shoaling","3.7","recreational"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes zacentrus","juvenile","demersal","continental shelf","1","diel_yes","1","refuge_yes","0","season_no","fusiform",25,1,"0","1","0","0","shoaling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Stenobrachius leucopsarus","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",13,0,"0","1","1","1","schooling","3.1","none"
"Actinopterygii","Myctophiformes","Myctophidae","Stenobrachius leucopsarus","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",6.5,0,"0","1","1","1","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Triphoturus mexicanus","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",7.5,0,"0","1","1","1","schooling","3.33","none"
"Actinopterygii","Myctophiformes","Myctophidae","Triphoturus mexicanus","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",4.5,0,"0","1","1","1","schooling","NA","none"
"Actinopterygii","Perciformes","Tetragonuridae","Tetragonurus atlanticus","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",50,1,"0","0","0","0","shoaling","3.64","of no interest"
"Actinopterygii","Perciformes","Kyphosidae","Medialuna californiensis","adult","demersal","reef-associated","0","diel_no","1","refuge_yes","1","season_yes","fusiform",48,1,"0","1","1","1","schooling","2.67","none"
"Actinopterygii","Perciformes","Kyphosidae","Medialuna californiensis","juvenile","epipelagic","reef-associated","0","diel_no","1","refuge_yes","1","season_yes","fusiform",19.05,1,"0","1","1","1","shoaling","NA","none"
"Actinopterygii","Perciformes","Kyphosidae","Medialuna californiensis","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","elongated",1.82,1,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Perciformes","Carangidae","Trachinotus ovatus","adult","epipelagic","coastal","0","diel_no","0","refuge_no","1","season_yes","fusiform",70,1,"0","0","1","0","schooling","3.73","minor commercial"
"Actinopterygii","Perciformes","Carangidae","Trachinotus ovatus","juvenile","epipelagic","coastal","0","diel_no","0","refuge_no","1","season_yes","fusiform",19.5,1,"0","0","1","1","schooling","NA","aquaculture"
"Actinopterygii","Perciformes","Carangidae","Trachinotus ovatus","larva","epipelagic","coastal","0","diel_no","0","refuge_no","NA","season_NA","fusiform",1.9,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Atheriniformes","Atherinidae","Atherinopsis californiensis","adult","epipelagic","coastal","0","diel_no","0","refuge_no","1","season_yes","elongated",45,1,"0","0","1","1","schooling","2.33","commercial"
"Actinopterygii","Atheriniformes","Atherinidae","Atherinopsis californiensis","juvenile","epipelagic","coastal","0","diel_no","0","refuge_no","1","season_yes","elongated",16,1,"0","0","1","1","schooling","NA","none"
"Actinopterygii","Perciformes","Centrolophidae","Icichthys lockingtoni","adult","epipelagic","oceanic","1","diel_yes","1","refuge_yes","NA","season_NA","fusiform",46,1,"1","0","0","0","shoaling","3.71","none"
"Actinopterygii","Perciformes","Centrolophidae","Icichthys lockingtoni","larva","epipelagic","coastal","1","diel_yes","0","refuge_no","NA","season_NA","elongated",1.95,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus muelleri","adult","mesopelagic","continental shelf","1","diel_yes","0","refuge_no","1","season_yes","elongated",8,0,"0","0","1","0","schooling","3.01","minor commercial"
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus muelleri","juvenile","mesopelagic","continental shelf","1","diel_yes","0","refuge_no","0","season_no","elongated",2.9,0,"0","0","1","0","schooling","NA","none"
"Actinopterygii","Aulopiformes","Omosudidae","Omosudis lowii","larva","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",2,0,"1","NA","0","0","schooling","NA","none"
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis japonicus","adult","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","elongated",18,0,"0","1","1","1","schooling","3.14","highly commercial"
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis japonicus","juvenile","epipelagic","continental shelf","0","diel_no","0","refuge_no","1","season_yes","elongated",7.955,0,"0","1","1","1","schooling","NA","highly commercial"
"Actinopterygii","Gadiformes","Lotidae","Gaidropsarus vulgaris","adult","demersal","continental shelf","0","diel_no","1","refuge_yes","0","season_no","elongated",65,0,"0","1","0","1","solitary","3.47","minor commercial"
"Actinopterygii","Gadiformes","Lotidae","Gaidropsarus vulgaris","juvenile","demersal","continental shelf","0","diel_no","1","refuge_yes","0","season_no","elongated",27,0,"0","1","0","0","solitary","NA","none"
"Actinopterygii","Gadiformes","Lotidae","Gaidropsarus vulgaris","larva","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","elongated",2,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Nannobrachium regale","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",21,0,"0","1","1","1","schooling","3.2","none"
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys decurrens","adult","demersal","continental shelf","0","diel_no","1","refuge_yes","NA","season_NA","depressiform",37,0,"0","1","0","0","solitary","3.85","minor commercial"
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys decurrens","larva","epipelagic","continental shelf","NA","diel_UN","0","refuge_no","NA","season_NA","compressiform",2.1,0,"1","1","0","0","schooling","NA","none"
"Actinopterygii","Perciformes","Tetragonuridae","Tetragonurus cuvieri","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",70,1,"0","0","0","0","shoaling","3.78","none"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes miniatus","adult","demersal","reef-associated","1","diel_yes","1","refuge_yes","NA","season_NA","fusiform",91,1,"0","1","0","0","shoaling","3.9","minor commercial"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes miniatus","juvenile","demersal","reef-associated","NA","diel_UN","1","refuge_yes","0","season_no","fusiform",37,1,"0","1","0","0","shoaling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Tarletonbeania crenularis","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",12.7,0,"0","1","1","1","schooling","3.13","none"
"Actinopterygii","Myctophiformes","Myctophidae","Tarletonbeania crenularis","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",5,0,"0","1","1","1","schooling","NA","none"
"Actinopterygii","Beloniformes","Belonidae","Belone belone","adult","epipelagic","coastal","0","diel_no","0","refuge_no","1","season_yes","elongated",103.5,0,"0","0","1","1","schooling","4.16","commercial"
"Actinopterygii","Beloniformes","Belonidae","Belone belone","juvenile","epipelagic","coastal","0","diel_no","0","refuge_no","1","season_yes","elongated",28.5,0,"0","0","1","1","schooling","NA","none"
"Actinopterygii","Beloniformes","Belonidae","Belone belone","larva","epipelagic","coastal","0","diel_no","0","refuge_no","1","season_yes","elongated",2.23,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus crocodilus","larva","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","elongated",2.4,0,"1","1","1","0","schooling","NA","none"
"Actinopterygii","Clupeiformes","Clupeidae","Sardina pilchardus","adult","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","fusiform",27.5,0,"0","0","1","1","schooling","3.06","highly commercial"
"Actinopterygii","Clupeiformes","Clupeidae","Sardina pilchardus","juvenile","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","fusiform",14.2,0,"0","0","1","1","schooling","NA","none"
"Actinopterygii","Clupeiformes","Clupeidae","Sardina pilchardus","larva","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","elongated",2.48,0,"1","0","1","0","schooling","NA","none"
"Actinopterygii","Perciformes","Carangidae","Trachurus trachurus","adult","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","fusiform",70,1,"0","0","1","1","schooling","3.71","highly commercial"
"Actinopterygii","Perciformes","Carangidae","Trachurus trachurus","juvenile","epipelagic","coastal","1","diel_yes","1","refuge_yes","1","season_yes","fusiform",23.9,1,"0","0","1","1","schooling","NA","none"
"Actinopterygii","Perciformes","Gobiidae","Rhinogobiops nicholsii","adult","benthic","continental shelf","0","diel_no","1","refuge_yes","1","season_yes","elongated",15,1,"0","1","0","0","shoaling","3.369999886","none"
"Actinopterygii","Stomiiformes","Stomiidae","Bathophilus flemingi","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","elongated",16,0,"0","1","0","0","solitary","3.5","none"
"Cephalopoda","Vampyromorpha","Vampyroteuthidae","Vampyroteuthis infernalis","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","globiform",30,0,"0","0","0","0","solitary","3.47","none"
"Actinopterygii","Clupeiformes","Clupeidae","Clupea pallasii","adult","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","fusiform",46,0,"0","0","1","1","schooling","3.16","highly commercial"
"Actinopterygii","Clupeiformes","Clupeidae","Clupea pallasii","juvenile","epipelagic","coastal","1","diel_yes","0","refuge_no","1","season_yes","fusiform",21.4,0,"0","0","1","1","schooling","NA","minor commercial"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes maliger","adult","demersal","reef-associated","NA","diel_UN","1","refuge_yes","1","season_yes","fusiform",61,1,"0","1","0","0","solitary","3.84","commercial"
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes maliger","juvenile","epipelagic","reef-associated","NA","diel_UN","1","refuge_yes","1","season_yes","fusiform",31,1,"0","1","0","0","solitary","NA","none"
"Actinopterygii","Argentiniformes","Bathylagidae","Leuroglossus stilbius","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",15,0,"0","0","1","1","schooling","3.26","none"
"Actinopterygii","Perciformes","Scombridae","Katsuwonus pelamis","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",2.7,0,"1","0","0","0","schooling","NA","none"
"Actinopterygii","Lampriformes","Trachipteridae","Desmodema polystictum","adult","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","eel-like",110,0,"0","1","1","1","solitary","4.1500000000000004","commercial"
