"prey_class","prey_order","prey_family","prey_sp","life_stage","vert_habitat","horz_habitat","diel_migrant","diel_migrant_cat","refuge","refuge_cat","season_migrant","season_cat","body_shape","l_max","phys_defense","transparent","col_disrupt","silver","countershade","gregarious_primary","trophic_level","fisheries_status"
"Actinopterygii","Tetraodontiformes","Balistidae","Balistes punctatus","juvenile","demersal","coastal","NA","diel_UN","NA","refuge_NA","NA","season_NA","compressiform",NA,0,"0","1","0","0","solitary","NA","none"
"Actinopterygii","Tetraodontiformes","Balistidae","Balistes punctatus","larva","epipelagic","coastal","NA","diel_UN","NA","refuge_NA","NA","season_NA","compressiform",NA,0,"0","0","0","0","schooling","NA","none"
"Actinopterygii","Tetraodontiformes","Balistidae","Canthidermis maculata","adult","epipelagic","reef-associated","0","diel_no","1","refuge_yes","0","season_no","compressiform",50,1,"0","1","0","1","schooling","3.47","commercial"
"Actinopterygii","Tetraodontiformes","Balistidae","Canthidermis maculata","juvenile","epipelagic","coastal","0","diel_no","1","refuge_yes","0","season_no","compressiform",8.29,1,"0","1","0","1","schooling","NA","none"
"Actinopterygii","Tetraodontiformes","Balistidae","Canthidermis maculata","larva","epipelagic","coastal","0","diel_no","1","refuge_yes","0","season_no","compressiform",NA,0,"0","0","0","0","schooling","NA","none"
"Actinopterygii","Tetraodontiformes","Molidae","Masturus lanceolatus","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","compressiform",337,0,"0","0","0","1","solitary","3.61","none"
"Actinopterygii","Tetraodontiformes","Molidae","Masturus lanceolatus","juvenile","epipelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","compressiform",NA,0,"0","0","0","1","solitary","NA","none"
"Actinopterygii","Tetraodontiformes","Molidae","Masturus lanceolatus","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","0","season_no","compressiform",6,1,"0","0","0","1","schooling","NA","none"
"Actinopterygii","Tetraodontiformes","Molidae","Ranzania laevis","adult","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","compressiform",100,0,"0","1","1","1","solitary","3.66","none"
"Actinopterygii","Tetraodontiformes","Molidae","Ranzania laevis","juvenile","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","compressiform",30,0,"0","0","1","1","solitary","NA","none"
"Actinopterygii","Tetraodontiformes","Molidae","Ranzania laevis","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","compressiform",0.66,1,"0","1","0","0","schooling","NA","none"
"Actinopterygii","Tetraodontiformes","Ostraciidae","Ostracion cubicus","adult","demersal","reef-associated","0","diel_no","1","refuge_yes","0","season_no","globiform",45,0,"0","1","0","0","solitary","3.37","minor commercial"
"Actinopterygii","Tetraodontiformes","Ostraciidae","Ostracion cubicus","juvenile","epipelagic","oceanic","0","diel_no","1","refuge_yes","1","season_yes","globiform",NA,0,"0","1","0","0","solitary","NA","none"
"Actinopterygii","Tetraodontiformes","Ostraciidae","Ostracion cubicus","larva","epipelagic","oceanic","0","diel_no","0","refuge_no","1","season_yes","globiform",NA,0,"0","1","0","0","schooling","NA","none"
"Actinopterygii","Tetraodontiformes","Tetraodontidae","Lagocephalus lagocephalus","adult","demersal","oceanic","NA","diel_UN","1","refuge_yes","1","season_yes","fusiform",61,0,"0","0","1","1","solitary","3.73","commercial"
"Actinopterygii","Tetraodontiformes","Tetraodontidae","Lagocephalus lagocephalus","juvenile","demersal","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","globiform",NA,0,"0","0","1","1","solitary","NA","none"
"Actinopterygii","Tetraodontiformes","Tetraodontidae","Lagocephalus lagocephalus","larva","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","globiform",NA,0,"0","0","0","0","schooling","NA","none"
"Cephalopoda","Octopoda","Tremoctopodidae","Tremoctopus gracilis","adult","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","globiform",32,0,"0","0","0","0","solitary","NA","none"
"Cephalopoda","Octopoda","Tremoctopodidae","Tremoctopus gracilis","juvenile","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","globiform",NA,0,"0","0","0","0","solitary","NA","none"
"Cephalopoda","Octopoda","Tremoctopodidae","Tremoctopus gracilis","larva","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","globiform",NA,0,"0","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Chiroteuthidae","Grimalditeuthis bonplandi","adult","bathypelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",25,0,"0","0","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Chiroteuthidae","Grimalditeuthis bonplandi","juvenile","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",NA,0,"0","0","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Chiroteuthidae","Grimalditeuthis bonplandi","larva","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",1,0,"1","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis gilchristi","adult","mesopelagic","continental slope","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",5.1,0,"0","0","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis gilchristi","juvenile","mesopelagic","continental slope","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",NA,0,"0","0","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis gilchristi","larva","epipelagic","continental slope","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",NA,0,"0","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis morisii","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",3.5,0,"0","0","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis morisii","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",NA,0,"0","0","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis morisii","larva","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",1.3,0,"0","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis meleagroteuthis","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",11.4,0,"0","0","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis meleagroteuthis","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",6.5,0,"0","0","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis meleagroteuthis","larva","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",NA,0,"0","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis dofleini","adult","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",33.5,0,"0","1","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis dofleini","juvenile","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",NA,0,"0","1","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis dofleini","larva","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",NA,0,"0","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis hoylei","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",24,0,"0","1","0","0","NA","3.45","none"
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis hoylei","juvenile","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",NA,0,"0","1","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis hoylei","larva","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",NA,0,"0","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis rugosa","adult","demersal","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",23,0,"0","0","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis rugosa","juvenile","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",NA,0,"0","0","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis rugosa","larva","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",NA,0,"0","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Octopoteuthidae","Taningia danae","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",170,0,"0","0","0","0","solitary","4.07","potential"
"Cephalopoda","Oegopsida","Octopoteuthidae","Taningia danae","juvenile","epipelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",NA,0,"1","0","0","0","solitary","NA","none"
"Cephalopoda","Oegopsida","Octopoteuthidae","Taningia danae","larva","epipelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","fusiform",NA,0,"1","1","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia loennbergii","adult","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",30,0,"0","0","0","0","NA","NA","NA"
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia loennbergii","juvenile","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",NA,0,"0","0","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia loennbergii","larva","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",NA,0,"0","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Onychoteuthidae","Walvisteuthis rancureli","adult","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",15,0,"0","0","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Onychoteuthidae","Walvisteuthis rancureli","juvenile","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",8,0,"0","0","0","0","NA","NA","none"
"Cephalopoda","Oegopsida","Onychoteuthidae","Walvisteuthis rancureli","larva","mesopelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",NA,0,"0","0","0","0","schooling","NA","none"
"Cephalopoda","Oegopsida","Thysanoteuthidae","Thysanoteuthis rhombus","adult","mesopelagic","oceanic","1","diel_yes","0","refuge_no","1","season_yes","fusiform",100,0,"0","0","0","0","pairing","4.49","commercial"
"Cephalopoda","Oegopsida","Thysanoteuthidae","Thysanoteuthis rhombus","juvenile","epipelagic","oceanic","0","diel_no","0","refuge_no","NA","season_NA","fusiform",60,0,"0","0","0","0","solitary","NA","none"
"Cephalopoda","Oegopsida","Thysanoteuthidae","Thysanoteuthis rhombus","larva","epipelagic","oceanic","0","diel_no","0","refuge_no","NA","season_NA","fusiform",NA,0,"1","1","0","0","schooling","NA","none"
"Cephalopoda","Spirulida","Spirulidae","Spirula spirula","adult","mesopelagic","continental slope","1","diel_yes","0","refuge_no","0","season_no","globiform",4.5,1,"0","1","0","0","NA","3.26","none"
"Cephalopoda","Spirulida","Spirulidae","Spirula spirula","juvenile","mesopelagic","continental slope","1","diel_yes","0","refuge_no","0","season_no","globiform",NA,1,"0","1","0","0","NA","NA","none"
"Cephalopoda","Spirulida","Spirulidae","Spirula spirula","larva","bathypelagic","continental slope","NA","diel_UN","0","refuge_no","0","season_no","globiform",NA,1,"0","1","0","0","schooling","NA","none"
"Malacostraca","Amphipoda","Cyphocarididae","Cyphocaris faurei","adult","demersal","continental slope","NA","diel_UN","0","refuge_no","NA","season_NA","fusiform",3,1,"0","1","0","0","schooling","NA","none"
"Malacostraca","Decapoda","Oplophoroidae","Janicella spinicauda","adult","bathypelagic","continental slope","1","diel_yes","0","refuge_no","0","season_no","elongated",1.04,1,"1","1","0","0","schooling","3.52","none"
"Malacostraca","Decapoda","Oplophoroidae","Oplophorus typus","adult","mesopelagic","continental slope","1","diel_yes","0","refuge_no","0","season_no","elongated",3.9,1,"0","0","0","0","schooling","3.2","none"
"Malacostraca","Decapoda","Pandalidae","Heterocarpus laevigatus","adult","benthic","continental slope","1","diel_yes","1","refuge_yes","1","season_yes","elongated",18,1,"0","1","0","0","schooling","NA","potential"
"Malacostraca","Decapoda","Penaeidae","Funchalia taaningi","adult","mesopelagic","continental shelf","1","diel_yes","0","refuge_no","0","season_no","elongated",2.3,1,"0","0","0","0","schooling","2.71","none"
"Malacostraca","Decapoda","Penaeidae","Funchalia woodwardi","adult","mesopelagic","continental slope","1","diel_yes","0","refuge_no","0","season_no","elongated",16,1,"0","0","0","0","schooling","2.7","none"
"Malacostraca","Decapoda","Scyllaridae","Parribacus antarcticus","adult","benthic","reef-associated","0","diel_no","1","refuge_yes","0","season_no","depressiform",20,1,"0","1","0","0","solitary","NA","commercial"
"Malacostraca","Decapoda","Scyllaridae","Parribacus antarcticus","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","0","season_no","unique",2,1,"1",NA,"0","0","schooling","NA","none"
"Malacostraca","Stomatopoda","Lysiosquillidae","Lysiosquilla tredecimdentata","adult","benthic","coastal","0","diel_no","1","refuge_yes","0","season_no","elongated",2.76,1,"0","1","0","0","pairing","NA","none"
"Malacostraca","Stomatopoda","Lysiosquillidae","Lysiosquilla tredecimdentata","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","0","season_no","elongated",NA,0,"1","0","0","0","schooling","NA","none"
"Malacostraca","Stomatopoda","Odontodacylidae","Odontodactylus scyllarus","adult","benthic","reef-associated","0","diel_no","1","refuge_yes","0","season_no","elongated",17,0,"0","1","0","0","solitary","4.2","none"
"Malacostraca","Stomatopoda","Odontodacylidae","Odontodactylus scyllarus","larva","epipelagic","continental shelf","0","diel_no","0","refuge_no","0","season_no","elongated",NA,0,"1","0","0","0","schooling","NA","none"
"Malacostraca","Stomatopoda","Squillidae","Natosquilla investigatoris","adult","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","elongated",6.3,0,"0","0","0","0","schooling","NA","none"
"Malacostraca","Stomatopoda","Squilllidae","Neoanchisquilla tuberculata","adult","benthic","reef-associated","NA","diel_UN","1","refuge_yes","NA","season_NA","elongated",7.4,0,"0","1","0","0","schooling","NA","none"
"Thaliacea","Salpida","Salpidae","Salpa maxima","adult","epipelagic","oceanic","1","diel_yes","0","refuge_no","NA","season_NA","globiform",10,0,"0","0","0","0","schooling","NA","none"
"Thaliacea","Salpida","Salpidae","Salpa maxima","juvenile","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","globiform",NA,0,"0","0","0","0","schooling","NA","none"
"Thaliacea","Salpida","Salpidae","Salpa maxima","larva","epipelagic","oceanic","NA","diel_UN","0","refuge_no","NA","season_NA","globiform",NA,0,"0","0","0","0","schooling","NA","none"
