"prey_class","prey_order","prey_family","prey_sp","life_stage","l_type","measure","length","l_type_use","b_shape_r","eye_body_r","standard_total","length_tl"
"Actinopterygii","Perciformes","Carangidae","Trachurus japonicus","larva","SL","l_min",0.3,"SL",4.57398775069812,0.0596583144287862,0.776671211645172,0.386263834041859
"Actinopterygii","Argentiniformes","Bathylagidae","Bathylagoides wesethi","adult",NA,"l_min",NA,NA,7.92963727743795,0.0851668058762836,0.859175551515747,NA
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx diaphana","adult","SL","l_min",2.6,"SL",1.63579611964388,0.121914176842539,0.73707954798368,3.52743473497866
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx diaphana","juvenile","SL","l_min",1.13,"SL",1.63579611964388,0.121914176842539,0.73707954798368,1.53307740404842
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx diaphana","larva","SL","l_min",0.69,"SL",1.63579611964388,0.121914176842539,0.73707954798368,0.936126910436643
"Actinopterygii","Perciformes","Sparidae","Boops boops","larva","SL","l_min",0.96,"SL",4.6049216738429,0.0729212876457039,0.817281480481137,1.17462590665195
"Actinopterygii","Myctophiformes","Myctophidae","Benthosema glaciale","adult","SL","l_min",4.75,"SL",4.76479999027014,0.0736038935586767,0.769068343602686,6.17630414710442
"Actinopterygii","Myctophiformes","Myctophidae","Benthosema glaciale","juvenile","SL","l_min",1.27,"SL",4.76479999027014,0.0736038935586767,0.769068343602686,1.65134868775213
"Actinopterygii","Myctophiformes","Myctophidae","Benthosema glaciale","larva","SL","l_min",0.5,"SL",4.76479999027014,0.0736038935586767,0.769068343602686,0.650137278642571
"Actinopterygii","Perciformes","Nomeidae","Psenes pellucidus","larva","NL","l_min",0.38,"TL",3.04468773163937,0.0760476379354802,0.713196856621047,0.38
"Actinopterygii","Perciformes","Pomacentridae","Chromis punctipinnis","adult","SL","l_min",14,"SL",3.12502130748632,0.0579942294591556,0.768342147826665,18.2210490985044
"Actinopterygii","Perciformes","Pomacentridae","Chromis punctipinnis","juvenile","TL","l_min",1.9,"TL",3.12502130748632,0.0579942294591556,0.768342147826665,1.9
"Actinopterygii","Aulopiformes","Paralepididae","Arctozenus risso","adult",NA,"l_min",NA,NA,13.1973470810214,0.0307084096156233,0.916094246251108,NA
"Actinopterygii","Aulopiformes","Paralepididae","Arctozenus risso","larva","SL","l_min",0.5,"SL",13.1973470810214,0.0307084096156233,0.916094246251108,0.545795372087673
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus townsendi","larva","NL","l_min",0.31,"TL",5.81498036971857,0.0788866667037566,0.771725736829658,0.31
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus alatus","adult","SL","l_min",3.6,"SL",6.48668924129321,0.0574920989799308,0.798430675392276,4.508844801374
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus alatus","juvenile","SL","l_min",1.45,"SL",6.48668924129321,0.0574920989799308,0.798430675392276,1.81606248944231
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus alatus","larva","BL","l_min",0.29,"TL",6.48668924129321,0.0574920989799308,0.798430675392276,0.29
"Actinopterygii","Myctophiformes","Myctophidae","Protomyctophum crockeri","adult",NA,"l_min",NA,NA,3.9392883880448,0.119638551907306,0.812920599191495,NA
"Actinopterygii","Myctophiformes","Myctophidae","Protomyctophum crockeri","larva","SL","l_min",0.38,"SL",3.9392883880448,0.119638551907306,0.812920599191495,0.467450327101977
"Actinopterygii","Perciformes","Scombridae","Scomber japonicus","larva","SL","l_min",0.3,"SL",5.27648163329221,0.054908579464867,0.847507569658184,0.353979139231754
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes helvomaculatus","larva","SL","l_min",0.41,"SL",3.67718121552379,0.0887188039965689,0.812776151928417,0.504443934565774
"Actinopterygii","Clupeiformes","Clupeidae","Sardinella aurita","larva","SL","l_min",0.3,"SL",5.27966750641171,0.0478082696597609,0.815625378346048,0.367815921334314
"Actinopterygii","Perciformes","Carangidae","Trachurus symmetricus","larva","SL","l_min",0.191,"SL",5.30219415600652,0.0577646710368977,0.801525786105415,0.238295515017754
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes zacentrus","larva","SL","l_min",0.43,"SL",3.50502083253311,0.0833197204195825,0.819017038602922,0.525019602441352
"Actinopterygii","Myctophiformes","Myctophidae","Nannobrachium ritteri","adult",NA,"l_min",NA,NA,5.21753816670108,0.0420774393121144,0.834909500490982,NA
"Actinopterygii","Myctophiformes","Myctophidae","Nannobrachium ritteri","larva","SL","l_min",0.3,"SL",5.21753816670108,0.0420774393121144,0.834909500490982,0.359320381219258
"Actinopterygii","Perciformes","Gempylidae","Diplospinus multistriatus","adult","SL","l_min",16,"SL",15.823188860179,0.0354008522630266,0.919496686185104,17.4008239946816
"Actinopterygii","Perciformes","Gempylidae","Diplospinus multistriatus","juvenile","SL","l_min",1.74,"SL",15.823188860179,0.0354008522630266,0.919496686185104,1.89233960942163
"Actinopterygii","Perciformes","Gempylidae","Diplospinus multistriatus","larva",NA,"l_min",NA,NA,15.823188860179,0.0354008522630266,0.919496686185104,NA
"Actinopterygii","Perciformes","Gempylidae","Nesiarchus nasutus","adult","SL","l_min",25.4,"SL",10.4612468650755,0.0300351913126785,0.87906096239527,28.8944693105128
"Actinopterygii","Perciformes","Gempylidae","Nesiarchus nasutus","juvenile","SL","l_min",1.75,"SL",10.4612468650755,0.0300351913126785,0.87906096239527,1.99076068084242
"Actinopterygii","Perciformes","Gempylidae","Nesiarchus nasutus","larva","SL","l_min",0.35,"SL",10.4612468650755,0.0300351913126785,0.87906096239527,0.398152136168484
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus maderensis","adult","SL","l_min",4.4,"SL",6.06699915722744,0.0821437739952277,0.769065335336972,5.72123043105578
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus maderensis","juvenile","SL","l_min",1.8,"SL",6.06699915722744,0.0821437739952277,0.769065335336972,2.34050335815918
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus maderensis","larva","SL","l_min",0.5,"SL",6.06699915722744,0.0821437739952277,0.769065335336972,0.650139821710884
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus warmingii","adult","SL","l_min",4.4,"SL",5.95778808142091,0.0724484697762948,0.755350796135803,5.82510804583693
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus warmingii","juvenile","SL","l_min",1.8,"SL",5.95778808142091,0.0724484697762948,0.755350796135803,2.3829987460242
"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus warmingii","larva",NA,"l_min",NA,NA,5.95778808142091,0.0724484697762948,0.755350796135803,NA
"Actinopterygii","Myctophiformes","Myctophidae","Stenobrachius leucopsarus","larva","SL","l_min",0.6,"SL",5.64555456520043,0.0655351293399513,0.781457705446176,0.767795871508399
"Actinopterygii","Myctophiformes","Myctophidae","Triphoturus mexicanus","larva","SL","l_min",0.2,"SL",5.7750810354473,0.0596396598199934,0.840212201732717,0.238035105402603
"Actinopterygii","Perciformes","Tetragonuridae","Tetragonurus atlanticus","larva","SL","l_min",0.3,"SL",7.24017278915502,0.0483869077256095,0.847811199607507,0.353852367294611
"Actinopterygii","Atheriniformes","Atherinidae","Atherinopsis californiensis","larva","SL","l_min",0.75,"SL",6.09838378126636,0.0363555883334569,0.82531001977582,0.908749417829343
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus muelleri","larva","SL","l_min",0.45,"SL",5.03513221969598,0.0826074375229732,0.83924115783412,0.536198678769929
"Actinopterygii","Aulopiformes","Omosudidae","Omosudis lowii","adult",NA,"l_min",NA,NA,4.93265216108913,0.0584555161744779,0.863521681715712,NA
"Actinopterygii","Myctophiformes","Myctophidae","Nannobrachium regale","larva","SL","l_min",0.32,"SL",5.85569241330535,0.0418980138519684,0.875994838700788,0.365298955955723
"Actinopterygii","Perciformes","Mugilidae","Mugil cephalus","adult","SL","l_min",35.4,"SL",5.0959980008913,0.0391380383260703,0.808512337619012,43.7841185012086
"Actinopterygii","Perciformes","Mugilidae","Mugil cephalus","juvenile","SL","l_min",2,"SL",5.0959980008913,0.0391380383260703,0.808512337619012,2.47367901136772
"Actinopterygii","Perciformes","Mugilidae","Mugil cephalus","larva","SL","l_min",1,"SL",5.0959980008913,0.0391380383260703,0.808512337619012,1.23683950568386
"Actinopterygii","Perciformes","Stromateidae","Peprilus simillimus","adult",NA,"l_min",NA,NA,2.67637526024364,0.039896518296757,0.743324372666674,NA
"Actinopterygii","Perciformes","Stromateidae","Peprilus simillimus","juvenile","SL","l_min",2,"SL",2.67637526024364,0.039896518296757,0.743324372666674,2.69061539422555
"Actinopterygii","Perciformes","Stromateidae","Peprilus simillimus","larva","SL","l_min",0.18,"SL",2.67637526024364,0.039896518296757,0.743324372666674,0.242155385480299
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus intricarius","adult","SL","l_min",17,"SL",5.93928306831689,0.0429067935862826,0.848327645027384,20.039427100659
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus intricarius","juvenile","SL","l_min",2.04,"SL",5.93928306831689,0.0429067935862826,0.848327645027384,2.40473125207908
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus intricarius","larva","SL","l_min",0.69,"SL",5.93928306831689,0.0429067935862826,0.848327645027384,0.813364982320866
"Actinopterygii","Perciformes","Tetragonuridae","Tetragonurus cuvieri","larva","SL","l_min",0.41,"SL",7.03038592298802,0.033169196394893,0.864974547475142,0.474002386771713
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes miniatus","larva","SL","l_min",0.43,"SL",3.1598513936562,0.0647942449902524,0.78534665219502,0.547528914522221
"Actinopterygii","Myctophiformes","Myctophidae","Tarletonbeania crenularis","larva","SL","l_min",0.3,"SL",5.1341670180892,0.0655478664524842,0.820391900815025,0.365678890420496
"Actinopterygii","Perciformes","Ammodytidae","Ammodytes tobianus","adult","SL","l_min",6.5,"SL",11.3523436326923,0.0281744212699575,1.91282657932961,3.3981125472849
"Actinopterygii","Perciformes","Ammodytidae","Ammodytes tobianus","juvenile","SL","l_min",2.3,"SL",11.3523436326923,0.0281744212699575,1.91282657932961,1.20240905519312
"Actinopterygii","Perciformes","Ammodytidae","Ammodytes tobianus","larva","SL","l_min",0.4,"SL",11.3523436326923,0.0281744212699575,1.91282657932961,0.209114618294455
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus crocodilus","adult","SL","l_min",10,"SL",6.15136139603933,0.0417813908391866,0.82051681154952,12.1874407193624
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus crocodilus","juvenile","TL","l_min",2.4,"TL",6.15136139603933,0.0417813908391866,0.82051681154952,2.4
"Actinopterygii","Clupeiformes","Clupeidae","Sardinops sagax","adult","SL","l_min",9,"SL",5.6477979743036,0.0483820286711635,0.834931517082039,10.7793271853644
"Actinopterygii","Clupeiformes","Clupeidae","Sardinops sagax","juvenile","SL","l_min",2.42,"SL",5.6477979743036,0.0483820286711635,0.834931517082039,2.89844130984244
"Actinopterygii","Clupeiformes","Clupeidae","Sardinops sagax","larva","SL","l_min",0.287,"SL",5.6477979743036,0.0483820286711635,0.834931517082039,0.343740766911066
"Actinopterygii","Beloniformes","Scomberesocidae","Scomberesox saurus saurus","adult","SL","l_min",10,"SL",10.3311636904401,0.0262177538627994,0.897564246511213,11.1412637467117
"Actinopterygii","Beloniformes","Scomberesocidae","Scomberesox saurus saurus","juvenile","SL","l_min",2.5,"SL",10.3311636904401,0.0262177538627994,0.897564246511213,2.78531593667793
"Actinopterygii","Beloniformes","Scomberesocidae","Scomberesox saurus saurus","larva","SL","l_min",0.6,"SL",10.3311636904401,0.0262177538627994,0.897564246511213,0.668475824802703
"Actinopterygii","Perciformes","Carangidae","Trachurus trachurus","larva","BL","l_min",0.18,"TL",4.8924695405584,0.0638402681199028,0.82144819907875,0.18
"Actinopterygii","Perciformes","Gobiidae","Rhinogobiops nicholsii","juvenile","SL","l_min",2.5,"SL",5.61690913542632,0.0534081222517407,0.793358591426083,3.1511601777781
"Actinopterygii","Perciformes","Gobiidae","Rhinogobiops nicholsii","larva","TL","l_min",0.294,"TL",5.61690913542632,0.0534081222517407,0.793358591426083,0.294
"Actinopterygii","Stomiiformes","Stomiidae","Bathophilus flemingi","larva","SL","l_min",0.3,"SL",8.63390629331855,0.0230372481335795,0.913341896122662,0.328464073829927
"Actinopterygii","Clupeiformes","Clupeidae","Clupea pallasii","larva","SL","l_min",0.56,"SL",5.20221713727506,0.0561951864483175,0.825122567585587,0.678687048444974
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes maliger","larva","TL","l_min",0.5,"TL",2.55847714890812,0.128268692801878,1.47079120826414,0.5
"Actinopterygii","Argentiniformes","Bathylagidae","Leuroglossus stilbius","larva","SL","l_min",0.3,"SL",6.35846921353883,0.0748245896814489,0.867001809269728,0.346020039165419
"Actinopterygii","Gadiformes","Gadidae","Microgadus proximus","adult","SL","l_min",4.66,"SL",5.14564093986688,0.0392537136292672,0.828784243988898,5.62269376354411
"Actinopterygii","Gadiformes","Gadidae","Microgadus proximus","juvenile","SL","l_min",2.8,"SL",5.14564093986688,0.0392537136292672,0.828784243988898,3.37844260470462
"Actinopterygii","Gadiformes","Gadidae","Microgadus proximus","larva","SL","l_min",0.27,"SL",5.14564093986688,0.0392537136292672,0.828784243988898,0.325778394025088
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes aleutianus","larva","TL","l_min",0.41,"TL",3.44813167281453,0.066079419193207,0.816623068821829,0.41
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes brevispinis","larva","TL","l_min",0.4,"TL",3.74810972555259,0.0555220631499954,0.825567017191471,0.4
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes diploproa","larva","TL","l_min",0.47,"TL",3.20009858931128,0.096231285478705,0.821099034572286,0.47
"Actinopterygii","Scorpaeniformes","Triglidae","Eutrigla gurnardus","larva","SL","l_min",0.3,"SL",6.40572232260977,0.0602178177136664,0.821775902482851,0.365063028854464
"Actinopterygii","Pleuronectiformes","Bothidae","Arnoglossus imperialis","larva",NA,"l_min",NA,NA,2.95439822313399,0.0599815112173624,0.843008555060385,NA
"Actinopterygii","Gadiformes","Merlucciidae","Merluccius productus","larva","NL","l_min",0.24,"TL",6.49748619084254,0.0486430765926478,0.837947923926827,0.24
"Actinopterygii","Osmeriformes","Osmeridae","Thaleichthys pacificus","larva","SL","l_min",0.4,"SL",6.51127522425103,0.0309252386581621,0.809484301403514,0.494141763226866
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes wilsoni","larva",NA,"l_min",NA,NA,4.25181965637455,0.0949185405562745,0.821857164149424,NA
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops ringens","larva","NL","l_min",0.78,"TL",10.9266963783864,0.0387212899111857,0.924875956471755,0.78
"Actinopterygii","Pleuronectiformes","Paralichthyidae","Citharichthys sordidus","larva","SL","l_min",0.2,"SL",2.93052140880576,0.069999433867943,0.837175390427177,0.2388985656852
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes proriger","larva","TL","l_min",0.54,"TL",3.98091485544002,0.0736096758688669,0.813559216125657,0.54
"Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","adult","SL","l_min",22.7,"SL",8.49401274727012,0.0318175447821097,0.893821207124173,25.3965779946486
"Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","juvenile","SL","l_min",4,"SL",8.49401274727012,0.0318175447821097,0.893821207124173,4.47516792857244
"Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","larva","SL","l_min",0.5,"SL",8.49401274727012,0.0318175447821097,0.893821207124173,0.559395991071554
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis mordax","adult","SL","l_min",9.6,"SL",5.94195536299165,0.0507285341763106,0.851299405873863,11.2768785385743
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis mordax","juvenile","SL","l_min",4,"SL",5.94195536299165,0.0507285341763106,0.851299405873863,4.69869939107262
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis mordax","larva","SL","l_min",0.25,"SL",5.94195536299165,0.0507285341763106,0.851299405873863,0.293668711942039
"Actinopterygii","Perciformes","Mullidae","Mullus barbatus barbatus","adult","SL","l_min",11.4,"SL",4.6005071330474,0.0515865879636832,0.80913597911571,14.089102813669
"Actinopterygii","Perciformes","Mullidae","Mullus barbatus barbatus","juvenile","SL","l_min",4,"SL",4.6005071330474,0.0515865879636832,0.80913597911571,4.94354484690142
"Actinopterygii","Perciformes","Mullidae","Mullus barbatus barbatus","larva",NA,"l_min",NA,NA,4.6005071330474,0.0515865879636832,0.80913597911571,NA
"Actinopterygii","Perciformes","Scombridae","Scomber scombrus","larva","SL","l_min",0.13,"SL",5.5988379343569,0.0405641994153137,0.87977308096772,0.147765375881931
"Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus pharao","adult","SL","l_min",75.9,"SL",14.608832623648,0.0312489094290915,0.927838531772894,81.803026497479
"Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus pharao","juvenile","SL","l_min",5,"SL",14.608832623648,0.0312489094290915,0.927838531772894,5.38886867572325
"Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus pharao","larva","BL","l_min",0.38,"TL",14.608832623648,0.0312489094290915,0.927838531772894,0.38
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis encrasicolus","adult","SL","l_min",9.7,"SL",6.72879463123401,0.0483216472803161,0.849129133329125,11.4234686095033
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis encrasicolus","juvenile","SL","l_min",1.5,"SL",6.72879463123401,0.0483216472803161,0.849129133329125,1.76651576435618
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops sphyrenoides","adult","SL","l_min",17.3,"SL",10.7012438507586,0.0407191255136835,0.929965209781006,18.6028464484966
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops sphyrenoides","juvenile","SL","l_min",5.04,"SL",10.7012438507586,0.0407191255136835,0.929965209781006,5.41955757805913
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops sphyrenoides","larva","SL","l_min",0.75,"SL",10.7012438507586,0.0407191255136835,0.929965209781006,0.806481782449275
"Actinopterygii","Lampriformes","Trachipteridae","Trachipterus trachypterus","larva","SL","l_min",0.8,"SL",7.87153747452638,0.0243140692848239,0.867575305124447,0.922110156057573
"Actinopterygii","Ophidiiformes","Ophdiidae","Chilara taylori","larva","SL","l_min",0.36,"SL",6.88167236075799,0.0412058946597092,1,0.36
"Actinopterygii","Scorpaeniformes","Anoplopomatidae","Anoplopoma fimbria","larva","NL","l_min",0.5,"TL",5.49404925178233,0.0257709118576891,0.849833637963547,0.5
"Actinopterygii","Perciformes","Anarhichadidae","Anarrhichthys ocellatus","larva",NA,"l_min",NA,NA,9.95801472670632,0.016591182179499,1,NA
"Actinopterygii","Myctophiformes","Myctophidae","Electrona risso","adult","SL","l_min",5.8,"SL",3.54334752444828,0.128149897723071,0.830229110553092,6.98602340760623
"Actinopterygii","Myctophiformes","Myctophidae","Electrona risso","juvenile","SL","l_min",1,"SL",3.54334752444828,0.128149897723071,0.830229110553092,1.20448679441487
"Actinopterygii","Myctophiformes","Myctophidae","Electrona risso","larva","SL","l_min",0.38,"SL",3.54334752444828,0.128149897723071,0.830229110553092,0.457704981877649
"Actinopterygii","Aulopiformes","Paralepididae","Magnisudis atlantica","adult","SL","l_min",9.7,"SL",9.83547149398581,0.0422720553722116,0.880734167039143,11.0135388895034
"Actinopterygii","Aulopiformes","Paralepididae","Magnisudis atlantica","juvenile","SL","l_min",3.5,"SL",9.83547149398581,0.0422720553722116,0.880734167039143,3.97395733126412
"Actinopterygii","Aulopiformes","Paralepididae","Magnisudis atlantica","larva","SL","l_min",0.85,"SL",9.83547149398581,0.0422720553722116,0.880734167039143,0.965103923307001
"Actinopterygii","Beloniformes","Belonidae","Strongylura exilis","larva","SL","l_min",0.62,"SL",18.1076610441128,0.0256648342771058,0.903840389806804,0.685961821348263
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus luetkeni","adult","SL","l_min",4.1,"SL",5.05257815836263,0.0808503759301906,0.851724865175762,4.81376107195593
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus luetkeni","juvenile",NA,"l_min",NA,NA,5.05257815836263,0.0808503759301906,0.851724865175762,NA
"Actinopterygii","Myctophiformes","Myctophidae","Lobianchia gemellarii","adult","SL","l_min",4.5,"SL",4.78868605837173,0.0545898499854722,0.850185835356255,5.29296044801118
"Actinopterygii","Myctophiformes","Myctophidae","Lobianchia gemellarii","juvenile",NA,"l_min",NA,NA,4.78868605837173,0.0545898499854722,0.850185835356255,NA
