"","prey_sp","b_shape_r","eye_body_r","standard_total"
"58","Chlorophthalmus agassizi",6.81360990942104,0.108228867341122,0.82346975625736
"59","Chromis punctipinnis",3.12502130748632,0.0579942294591556,0.768342147826665
"60","Chtenopteryx sicula",4.00770390564239,0.0953678953034641,0.494758846292766
"61","Citharichthys sordidus",2.93052140880576,0.0699994338679431,0.837175390427177
"62","Clausocalanus furcatus",4.03446365232285,0,0.673972171989902
"63","Clupea pallasii",5.20221713727506,0.0561951864483175,0.825122567585587
"64","Cololabis saira",8.49401274727012,0.0318175447821097,0.893821207124173
"65","Cookeolus japonicus",3.19773664074539,0.0920740252315363,0.780618531163437
"66","Coryphaena hippurus",5.51641012123528,0.0235684456096152,0.780066691479545
"67","Cosmocalanus darwinii",3.94692871790111,0.0228536608832302,0.600942881883198
"68","Cranchia scabra",2.48701521305014,0.071597931105658,NA
"69","Cubiceps capensis",4.36444781004189,0.0550284965003339,0.846594016997028
"70","Cubiceps gracilis",4.70501050417852,0.0648165101356274,0.796390424852737
"71","Cubiceps pauciradiatus",4.56836672675342,0.0741774131177847,0.826186562516286
"72","Cymatogaster aggregata",3.15000114304272,0.0738456376905071,0.796069697673337
"73","Dactyloptena orientalis",6.40668171580325,0.08811843850673,0.835581269521768
"74","Decapterus macarellus",5.21135981976042,0.0534379996856572,0.860141523125019
"75","Decapterus macrosoma",5.91040197007838,0.0599157525191535,0.861187129440701
"76","Desmodema polystictum",8.33741098344183,0.0331874830787504,1
"77","Diaphus effulgens",3.80107485115547,0.24434932875668,2.47667187636059
"78","Diaphus lucidus",5.55089427775088,0.0519066044562339,0.797003410114818
"79","Diaphus luetkeni",5.05257815836263,0.0808503759301906,0.851724865175762
"80","Diaphus ostenfeldi",4.7674860998262,0.0623316940455414,0.789517673191642
"81","Diaphus perspicillatus",5.10726879170806,0.0735945023970887,0.810870167624793
"82","Diaphus theta",5.15876325040132,0.0696944354281764,0.778387809129909
"83","Diplodus sargus",2.63511927228258,0.0749142729997986,0.775717974240165
"84","Diplospinus multistriatus",15.823188860179,0.0354008522630266,0.919496686185104
"85","Diretmus argenteus",1.61586696177017,0.177904491377918,0.848252449000288
"86","Doryteuthis opalescens",6.31686347314711,0.0786422429115184,0.652230196750622
"87","Dosidicus gigas",6.12184249318679,0.0326599143341147,0.583018236731316
"88","Echinosquilla guerinii",5.05842312885701,0.040512385831237,0.765909652814434
"89","Electrona risso",3.54334752444828,0.128149897723071,0.830229110553092
"90","Eledone cirrhosa",4.53636848852893,0.036985363042043,0.298527350690224
"91","Engraulis capensis",5.44691662214013,0.0652579846829429,1.1066477173981
"92","Engraulis encrasicolus",6.72879463123401,0.0483216472803161,0.849129133329125
"93","Engraulis japonicus",6.26684961558926,0.0537760888707213,0.843716614900789
"94","Engraulis mordax",5.94195536299165,0.0507285341763106,0.851299405873863
"95","Entelurus aequoreus",43.6346062047949,0.011636577001968,1
"96","Eucleoteuthis luminosa",6.65779074673977,0.0431757062823878,0.617539336090291
"97","Euphausia pacifica",10.5898904840173,0.0600867421253654,0.839843473229237
"98","Eusergestes arcticus",8.8580992758633,0.0309819418689772,0.820557585951111
"99","Eusergestes similis",8.23421273219414,0.0250970751388895,0.832763026335911
"100","Eutrigla gurnardus",6.40572232260977,0.0602178177136664,0.821775902482851
"101","Farranula gibbula",3.77559603155814,0.076180969174325,0.789886783462311
"102","Funchalia taaningi",8.48547145125077,0.0340698839177075,0.805986004520335
"103","Funchalia woodwardi",7.38437798243504,0.0345781124640352,0.834755460910623
"104","Gaidropsarus vulgaris",6.4651481241763,0.024239527685904,0.855757068784669
"105","Galiteuthis armata",6.80268889366612,0.0601883954990335,0.807175183351013
"106","Galiteuthis phyllura",6.28905342475231,0.0642329269337908,0.73876371594939
"107","Gempylus serpens",16.0970077138305,0.0279241668153583,0.905049672081243
"108","Gennadas elegans",7.52257060327305,0.0328718905848096,0.79198758295141
"109","Glyptocephalus zachirus",3.2163878553716,0.0509482465071595,0.816510145473304
"110","Gonatopsis borealis",5.7325569691604,0.0384063357679049,0.564971320264562
"111","Gonatus berryi",8.83928866832423,0.0481612926333679,0.602522957811243
"112","Gonatus californiensis",7.64098372224313,0.0310420569307045,0.596464034651598
"113","Gonatus onyx",5.92717667262218,0.0455761960841425,0.51704262815379
"114","Gonatus steenstrupi",3.95210978472899,0.105027091930819,0.604021279577028
"115","Grimalditeuthis bonplandi",10.94204763275,0.0120075977105752,0.445776692752323
"116","Halichoeres nicholsi",3.41979947279233,0.0277324102424729,0.796787526077235
"117","Haliphron atlanticus",3.27946932088237,0.0528972083864895,0.210050159824181
"118","Helicocranchia pfefferi",2.66212681311964,0.0722238586462707,0.741321872409547
"119","Helicolenus dactylopterus",3.54761376551636,0.0866750693526003,0.796634072240436
"120","Heterocarpus laevigatus",6.2282297466484,0.0193173420909112,0.83902257126344
"121","Heteroteuthis (Heteroteuthis) dispar",2.43487574284062,0.144468771718196,0.593690297946619
"122","Histioteuthis bonnellii",4.80014632437565,0.067840870541936,0.290534920223717
"123","Histioteuthis heteropsis",6.0745063541683,0.06554227211486,0.330543034986048
"124","Histioteuthis meleagroteuthis",6.26480661479157,0.0435681657543741,0.29578180004895
"125","Histioteuthis reversa",5.76063801874459,0.0609496353283414,0.35190879524607
"126","Hyaloteuthis pelagica",6.38336970913376,0.0613610620980357,0.648279258632226
"127","Hygophum hygomii",4.81653707068362,0.106097798699724,0.818556435538191
"128","Hyperia galba",4.69329916751324,0.0968753927922142,0.753191106079826
"129","Icichthys lockingtoni",3.54899162799449,0.0656944011878248,0.795002498249248
"130","Idotea metallica",2.86262590472009,0.0646699312888026,0.841835991039137
"131","Illex argentinus",4.79464379581997,0.0352973575534677,0.570488028516894
"132","Illex coindetii",7.21326775573866,0.0446798911314911,0.56136426964707
"133","Janicella spinicauda",7.91494079325559,0.0338703895264318,0.839056861902585
"134","Janthina exigua",1.12403943743132,0,0
"135","Japetella diaphana",2.41709492497973,0.0766530196669182,0.61086806725147
"136","Japetella heathi",1.98082364587567,0.102038974294297,0.633069158263217
"137","Katsuwonus pelamis",3.51737223401035,0.039496938235589,0.909395083791833
"138","Lactoria diaphana",3.13195532473199,0.0822589433865605,0.82005976021664
"139","Lagocephalus lagocephalus",4.64979311729985,0.0444428720889569,0.843683625349189
"140","Lampadena luminosa",5.5116316306489,0.0578070596523439,0.845808726159853
"141","Lampanyctodes hectoris",6.05931602764976,0.0682354908711383,0.806609002237309
"142","Lampanyctus alatus",6.48668924129321,0.0574920989799308,0.798430675392276
"143","Lampanyctus crocodilus",6.15136139603933,0.0417813908391866,0.82051681154952
"144","Lampanyctus intricarius",5.93928306831689,0.0429067935862826,0.848327645027384
"145","Lanceola sayana",5.06871091333009,0.0132677644501132,0.802402134627143
"146","Lepidocybium flavobrunneum",5.01900681059791,0.0482682624172704,0.84269424365906
"147","Leptocotis tenuirostris",6.21056671208793,0.0172819328361617,0.849778449289707
"148","Lestidiops ringens",10.9266963783864,0.0387212899111857,0.924875956471755
"149","Lestidiops similis",17.2142802152598,0.0369048079677297,0.93301655416459
"150","Lestidiops sphyrenoides",10.7012438507586,0.0407191255136835,0.929965209781006
"151","Lestrolepis intermedia",16.6999673960951,0.0264096781289054,0.936908060827257
"152","Leuroglossus stilbius",6.35846921353883,0.0748245896814489,0.867001809269728
"153","Liocranchia reinhardtii",1.97196910715466,0.0517251431308441,0.828398107066458
"154","Lobianchia gemellarii",4.78868605837173,0.0545898499854722,0.850185835356255
"155","Lycoteuthis lorigera",4.85315049928055,0.071223511973167,0.490600552110153
"156","Lysiosquilla tredecimdentata",5.29578578504031,0.033316973652269,0.896962942250214
"157","Macroparalepis affinis",16.7569898991592,0.0290059908698257,0.950882935761352
"158","Macroramphosus scolopax",4.17374262668894,0.0748579500793388,0.864082841873616
"159","Magnisudis atlantica",9.83547149398581,0.0422720553722116,0.880734167039143
"160","Makaira mazara",7.14598982153136,0.0162370048944224,0.848343932409614
"161","Mastigoteuthis dentata",8.08153378039053,0.0694964323312668,0.607161656334074
"162","Masturus lanceolatus",2.17580241070474,0.0340841410419296,0.867902111813334
"163","Maurolicus imperatorius",1.62246179039301,0.123359182689342,0.832674483153061
"164","Maurolicus muelleri",5.03513221969598,0.0826074375229732,0.83924115783412
"165","Medialuna californiensis",3.08840717440099,0.0498449029907888,0.803649579721794
"166","Meganyctiphanes norvegica",10.4618702268278,0.0467019428692065,0.826092344196988
"167","Melamphaes lugubris",3.87529859015112,0.0493375085547272,0.862962955258983
"168","Melanostomias valdiviae",8.47931829038694,0.0198837793099334,0.915505536804047
"169","Merluccius productus",6.49748619084254,0.0486430765926478,0.837947923926827
"170","Microgadus proximus",5.14564093986688,0.0392537136292672,0.828784243988898
"171","Micromesistius poutassou",5.85376539042061,0.0598651604979582,0.834431124928461
"172","Microstomus pacificus",3.33606856229464,0.0486218254940133,0.828591254800021
"173","Monacoa grimaldii",2.98446575531221,0.0752736549566199,0.805703195279876
"174","Mugil cephalus",5.09599800089129,0.0391380383260703,0.808512337619012
"175","Mullus barbatus barbatus",4.6005071330474,0.0515865879636832,0.80913597911571
"176","Myctophum asperum",4.97091626580269,0.078439400184206,0.874563772895465
"177","Myctophum punctatum",5.26346682974158,0.0842604324122009,0.840052571499898
"178","Nannobrachium regale",5.85569241330535,0.0418980138519684,0.875994838700788
"179","Nannobrachium ritteri",5.21753816670108,0.0420774393121144,0.834909500490982
"180","Nansenia macrolepis",8.40076428191361,0.0691027183895802,0.904024322130029
"181","Natosquilla investigatoris",5.40096349542541,0.0474466444446711,0.808156730412995
"182","Nealotus tripes",8.06902625820124,0.0470653940063948,0.860026405521185
"183","Neoanchisquilla tuberculata",5.55795735591298,0.0390088718804772,0.8277189862258
"184","Neognathophausia gigas",7.99294090772674,0.0194400902853572,0.811398022800213
"185","Neognathophausia ingens",5.63277432649128,0.0236396225153992,0.816645968239178
"186","Nesiarchus nasutus",10.4612468650755,0.0300351913126785,0.87906096239527
"187","Notoscopelus kroyeri",6.25046550160721,0.0490769331693775,0.827485536438276
"188","Nyctiphanes australis",10.5048186765028,0.0424380305937707,0.830603351871416
"189","Octopoteuthis sicula",4.32859419033216,0.0725712424899676,0.459915021510759
"190","Octopus bimaculatus",4.44408165922352,0.0544349539609095,0.269818757528046
"191","Octopus vulgaris",6.50520517909255,0.0263079301509066,0.214655308351039
"192","Ocythoe tuberculata",4.32431861565924,0.0367497032079742,0.328540792686309
"193","Odontodactylus scyllarus",4.74495140708049,0.0440978146660678,0.757349043556213
"194","Ommastrephes bartramii",5.43985371164068,0.0444631878738816,0.761282086428217
"195","Omosudis lowii",4.93265216108913,0.0584555161744779,0.863521681715712
"196","Onychoteuthis banksii",4.89567531831975,0.04321980221303,0.788906647624305
"197","Onychoteuthis borealijaponica",5.51448267771059,0.0376700668718009,0.665533340197078
"198","Onykia loennbergii",5.31768720055736,0.0171098859566186,0.541527707572006
"199","Onykia robusta",7.59702024743419,0.0114076278052255,0.573442471067685
"200","Opisthoteuthis californiana",1.39463756201212,0.0853750685578265,NA
"201","Oplophorus typus",5.89588604519325,0.0517846379690128,0.8586609976282
"202","Ornithoteuthis antillarum",5.90111926725182,0.0388268519032531,0.805734756594708
"203","Ornithoteuthis volatilis",6.13405588455912,0.037611929842542,0.805235460691636
"204","Ostracion cubicus",3.3018609841914,0.0562292798384199,0.711901524280422
"205","Palinurus mauritanicus",4.01477645492096,0.0330114041531213,0.849305753986266
"206","Paralepis coregonoides",9.11753676406396,0.0420292661291814,0.889706862308886
"207","Paralepis speciosa",9.41533838018793,0.0483594005680785,0.834346123854045
"208","Parapasiphae sulcatifrons",6.55043095224812,0.0167285363984211,0.840108606565698
"209","Parribacus antarcticus",2.02087105326165,0.0300846646404535,0.826315933518535
"210","Peprilus simillimus",2.67637526024364,0.039896518296757,0.743324372666674
"211","Peristedion gracile",7.00831660987058,0.0661433652812038,0.858836449279762
"212","Photonectes margarita",11.7264117647059,0.0231319612003739,0.782583977513473
"213","Platyscelus armatus",3.10386403779342,0.109729688296038,0.855740099944753
"214","Platyscelus serratulus",1.90921008077212,0.186856235473001,0.819778085013478
"215","Pleuroncodes planipes",2.74890108810733,0.0766958234643479,0.881384669985547
"216","Pleuronichthys decurrens",2.17992144497205,0.0653012604649287,0.746755950455122
"217","Primno macropa",3.70957175022018,0.0491267042457699,0.854280552124258
"218","Protomyctophum crockeri",3.9392883880448,0.119638551907306,0.812920599191495
"219","Psenes pellucidus",3.04468773163937,0.0760476379354802,0.713196856621047
"220","Pseudevadne tergestina",Inf,0.0949881937048882,0
"221","Pteroctopus tetracirrhus",4.82976307604367,0.022015242262005,0.278256642571842
"222","Pterycombus petersii",2.96980060940887,0.0862317027331112,0.792372992516249
"223","Pterygioteuthis giardi",4.23567465052725,0.0776456036470682,0.640399640479303
"224","Pterygioteuthis microlampas",4.93426901451436,0.134293187001573,0.531265219678776
"225","Pyroteuthis margaritifera",4.9698656964139,0.0988345556016666,0.432954020577877
"226","Ranzania laevis",2.31997268915271,0.0510461357665357,0.933207867172914
"227","Rexea prometheoides",5.62502428817955,0.0618389041503701,0.860340121039915
"228","Rhinogobiops nicholsii",5.61690913542632,0.0534081222517407,0.793358591426083
"229","Robustosergia robusta",8.60495067970822,0.0279356180334047,0.690944163683456
"230","Sardina pilchardus",5.52412749794924,0.0494582661192675,0.815914191662073
"231","Sardinella aurita",5.27966750641171,0.0478082696597609,0.815625378346048
"232","Sardinops sagax",5.64779797430361,0.0483820286711635,0.834931517082039
"233","Scaeurgus unicirrhus",6.17286721864459,0.0138382451420089,0.222490923867793
"234","Scomber japonicus",5.27648163329221,0.054908579464867,0.847507569658184
"235","Scomber scombrus",5.5988379343569,0.0405641994153137,0.87977308096772
"236","Scomberesox saurus saurus",10.3311636904401,0.0262177538627994,0.897564246511213
"237","Scombrolabrax heterolepis",5.05532478667329,0.0823463573003606,0.840498924498831
"238","Scopelarchus analis",7.79666322395798,0.0553915767145919,0.897950703040272
"239","Scopelogadus bispinosus",3.85897411764706,0.0443592445172871,0.792700772652774
"240","Scopelosaurus hoedti",12.4475841005471,0.0500598409184787,0.886146915633131
"241","Scyllarus arctus",3.76001132176856,0.0373931413000973,0.839270023685461
"242","Sebastes aleutianus",3.44813167281453,0.066079419193207,0.816623068821829
"243","Sebastes brevispinis",3.74810972555259,0.0555220631499954,0.825567017191471
"244","Sebastes diploproa",3.20009858931128,0.096231285478705,0.821099034572286
"245","Sebastes helvomaculatus",3.67718121552379,0.0887188039965689,0.812776151928417
"246","Sebastes maliger",2.55847714890812,0.128268692801878,1.47079120826414
"247","Sebastes miniatus",3.1598513936562,0.0647942449902524,0.785346652195021
"248","Sebastes proriger",3.98091485544002,0.0736096758688669,0.813559216125657
"249","Sebastes wilsoni",4.25181965637455,0.0949185405562745,0.821857164149424
"250","Sebastes zacentrus",3.50502083253311,0.0833197204195825,0.819017038602922
"251","Selene setapinnis",1.91948270710868,0.0734859333084277,0.726997409054857
"252","Sepietta oweniana",4.26313267099172,0.0814226216878224,0.453946114118484
"253","Spirula spirula",3.3937990573712,0.0594924604561882,0.581458962868577
"254","Spondyliosoma cantharus",2.88856809164636,0.0663142791092035,0.783087084371916
"255","Stenobrachius leucopsarus",5.64555456520043,0.0655351293399513,0.781457705446176
"256","Sternoptyx diaphana",1.63579611964388,0.121914176842539,0.73707954798368
"257","Sternoptyx obscura",1.59760858773949,0.130209556653056,0.768116527209641
"258","Sthenoteuthis oualaniensis",6.15359852076575,0.035734058029199,0.579006402567827
"259","Stigmatoteuthis dofleini",8.85496886007114,0.0368309997434481,0.268645999224192
"260","Stigmatoteuthis hoylei",6.15980761649445,0.050968722656712,0.276122126391205
"261","Streetsia challengeri",9.18011155706689,0.0117965713139551,NA
"262","Strongylura exilis",18.1076610441128,0.0256648342771058,0.903840389806804
"263","Stylocheiron abbreviatum",8.26961922680291,0.0882143516693987,0.804455601057784
"264","Sudis hyalina",9.59635272287898,0.0451398212789234,0.880258498623057
"265","Symbolophorus barnardi",6.04778527444463,0.084093081805995,0.829524475572311
"266","Symbolophorus evermanni",5.69939860307993,0.0784734780154199,0.841584169970423
"267","Syngnathus californiensis",34.5803593403889,0.00678291814946619,1
"268","Systellaspis debilis",8.42589990803702,0.0253097464428363,0.859183753943344
"269","Taningia danae",5.35924831678219,0.0542373572825477,0.524351031100533
"270","Taractes asper",3.21183202285246,0.0783798511679819,0.73001008344281
"271","Tarletonbeania crenularis",5.1341670180892,0.0655478664524842,0.820391900815025
"272","Tetragonurus atlanticus",7.24017278915502,0.0483869077256095,0.847811199607507
"273","Tetragonurus cuvieri",7.03038592298802,0.033169196394893,0.864974547475142
"274","Teuthowenia megalops",5.12634433631194,0.103749234778993,0.639194148890172
"275","Thaleichthys pacificus",6.51127522425103,0.0309252386581621,0.809484301403514
"276","Themisto gaudichaudii",6.25356215453494,0.0840376199812439,0.710987936277947
"277","Thyrsitoides marleyi",9.67307911316473,0.0381516329395581,0.888746458914491
"278","Thysanoteuthis rhombus",5.12470139812295,0.0408813440276422,0.605999419252274
"279","Todarodes pacificus",6.96255135098816,0.0297150224484735,0.638791766780036
"280","Todarodes sagittatus",6.73534466250394,0.045715426856833,0.474768542405368
"281","Todaropsis eblanae",5.63507959542583,0.0438650302036472,0.483715895781049
"282","Trachinotus ovatus",3.41657197942979,0.0867147442540671,0.713113471899246
"283","Trachipterus trachypterus",7.87153747452638,0.0243140692848239,0.867575305124447
"284","Trachurus japonicus",4.57398775069812,0.0596583144287862,0.776671211645172
"285","Trachurus symmetricus",5.30219415600652,0.0577646710368977,0.801525786105415
"286","Trachurus trachurus",4.8924695405584,0.0638402681199028,0.821448199078749
"287","Tremoctopus gracilis",8.39142434506012,0.0183964482254796,0.17098433884444
"288","Tremoctopus violaceus",6.49987429003084,0.0462089931268043,0.209050599127472
"289","Triphoturus mexicanus",5.7750810354473,0.0596396598199934,0.840212201732717
"290","Vampyroteuthis infernalis",4.15852949529725,0.0516419598155347,0.414939715660567
"291","Vinciguerria lucetia",5.53218303463821,0.059529623388583,0.828798376516937
"292","Walvisteuthis rancureli",5.63000781823782,0.021053118832505,0.468432946047964
