"prey_class","prey_order","prey_family","prey_sp","measure","adult","juvenile","larva","larva_adult","juve_adult"
"Cephalopoda","Oegopsida","Ocythoidae","Ocythoe tuberculata","l_min",NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Ommastrephidae","Dosidicus gigas","l_max",400,29.7,1.02912732775546,0.257281831938865,7.425
"Cephalopoda","Oegopsida","Ommastrephidae","Dosidicus gigas","l_min",29.7,1.88673343421834,0.137216977034061,0.462010023683707,6.35263782565098
"Cephalopoda","Oegopsida","Ommastrephidae","Eucleoteuthis luminosa","l_max",36.7587919884038,15.3836354136492,2.0079692539921,5.46255506607929,41.8502202643173
"Cephalopoda","Oegopsida","Ommastrephidae","Eucleoteuthis luminosa","l_min",15.3836354136492,2.0079692539921,0.226706206095883,1.47368421052632,13.0526315789473
"Cephalopoda","Oegopsida","Ommastrephidae","Hyaloteuthis pelagica","l_max",13.8829059855913,7.09570750374665,1.00265432118159,7.22222222222219,51.111111111111
"Cephalopoda","Oegopsida","Ommastrephidae","Hyaloteuthis pelagica","l_min",7.09570750374665,1.00265432118159,0.231381766426521,3.26086956521739,14.1304347826087
"Cephalopoda","Oegopsida","Ommastrephidae","Illex argentinus","l_max",57.8452103294623,24.8909692932838,1.01667339366934,1.75757575757576,43.0303030303031
"Cephalopoda","Oegopsida","Ommastrephidae","Illex argentinus","l_min",24.8909692932838,2.80461625839817,0.175288516149886,0.704225352112676,11.2676056338028
"Cephalopoda","Oegopsida","Ommastrephidae","Illex coindetii","l_max",57.0039842758756,36.874452328457,3.56274901724223,6.25000000000001,64.6874999999999
"Cephalopoda","Oegopsida","Ommastrephidae","Illex coindetii","l_min",36.874452328457,3.56274901724223,NA,NA,9.66183574879229
"Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes bartramii","l_max",59.110808992145,32.8393383289695,1.64196691644847,2.77777777777777,55.5555555555556
"Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes bartramii","l_min",32.8393383289695,17.0764559310641,0.131357353315878,0.4,51.9999999999999
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis antillarum","l_max",24.8220643782656,10.9217083264369,0.992882575130624,4,44.0000000000001
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis antillarum","l_min",10.9217083264369,0.992882575130624,0.186165482836992,1.70454545454545,9.09090909090906
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis volatilis","l_max",38.4980561752377,16.1443461380029,0.670611301117044,1.74193548387097,41.9354838709677
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis volatilis","l_min",16.1443461380029,0.670611301117044,0.310468194961594,1.92307692307692,4.15384615384616
"Cephalopoda","Oegopsida","Ommastrephidae","Sthenoteuthis oualaniensis","l_max",112.261280206458,31.6058681196643,NA,NA,28.1538461538461
"Cephalopoda","Oegopsida","Ommastrephidae","Sthenoteuthis oualaniensis","l_min",31.6058681196643,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes pacificus","l_max",78.2727683733864,26.6127412469514,1.11147331090209,1.42,34
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes pacificus","l_min",26.6127412469514,2.50472858794837,0.0939273220480637,0.352941176470588,9.41176470588236
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes sagittatus","l_max",157.971713163682,48.8659166052989,6.31886852654727,3.99999999999999,30.9333333333333
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes sagittatus","l_min",48.8659166052989,6.31886852654727,NA,NA,12.9310344827586
"Cephalopoda","Oegopsida","Ommastrephidae","Todaropsis eblanae","l_max",55.8178886315148,38.8657891212029,NA,NA,69.6296296296296
"Cephalopoda","Oegopsida","Ommastrephidae","Todaropsis eblanae","l_min",38.8657891212029,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Onychoteuthidae","Ancistroteuthis lichtensteinii","l_max",53.5670629555666,35.7113753037111,2.85691002429689,5.33333333333334,66.6666666666667
"Cephalopoda","Oegopsida","Onychoteuthidae","Ancistroteuthis lichtensteinii","l_min",35.7113753037111,2.85691002429689,NA,NA,8.00000000000001
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis banksii","l_max",46.9003526734385,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis banksii","l_min",NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis borealijaponica","l_max",55.5945100947813,37.5638581721495,0.525894014410094,0.945945945945947,67.5675675675675
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis borealijaponica","l_min",37.5638581721495,0.525894014410094,NA,NA,1.4
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia loennbergii","l_max",55.3988273924303,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia loennbergii","l_min",NA,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia robusta","l_max",401.086441281139,12.2069786476868,1.48227597864769,0.369565217391305,3.04347826086956
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia robusta","l_min",12.2069786476868,1.48227597864769,0.313893736654804,2.57142857142858,12.1428571428572
"Cephalopoda","Oegopsida","Onychoteuthidae","Walvisteuthis rancureli","l_max",32.0216588661211,17.0782180619312,NA,NA,53.3333333333332
"Cephalopoda","Oegopsida","Onychoteuthidae","Walvisteuthis rancureli","l_min",17.0782180619312,NA,0.405607678970867,2.37500000000001,NA
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis giardi","l_max",6.24609969644303,2.34228738616614,0.780762462055378,12.5,37.5000000000001
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis giardi","l_min",2.34228738616614,0.780762462055378,NA,NA,33.3333333333332
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis microlampas","l_max",9.41149507777527,3.19990832644359,NA,NA,34
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis microlampas","l_min",3.19990832644359,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Pyroteuthidae","Pyroteuthis margaritifera","l_max",11.5485704309348,NA,NA,NA,NA
"Cephalopoda","Oegopsida","Pyroteuthidae","Pyroteuthis margaritifera","l_min",NA,NA,0.461942817237391,NA,NA
"Cephalopoda","Oegopsida","Thysanoteuthidae","Thysanoteuthis rhombus","l_max",165.016659790511,99.0099958743068,NA,NA,60.0000000000001
"Cephalopoda","Oegopsida","Thysanoteuthidae","Thysanoteuthis rhombus","l_min",99.0099958743068,NA,0.247524989685767,0.25,NA
"Cephalopoda","Sepiida","Sepiolidae","Heteroteuthis (Heteroteuthis) dispar","l_max",4.21094973026624,1.76859888671182,NA,NA,42
"Cephalopoda","Sepiida","Sepiolidae","Heteroteuthis (Heteroteuthis) dispar","l_min",1.76859888671182,NA,NA,NA,NA
"Cephalopoda","Sepiida","Sepiolidae","Sepietta oweniana","l_max",11.0145231878667,4.84639020266133,NA,NA,43.9999999999998
"Cephalopoda","Sepiida","Sepiolidae","Sepietta oweniana","l_min",4.84639020266133,NA,NA,NA,NA
"Cephalopoda","Spirulida","Spirulidae","Spirula spirula","l_max",7.7391532117755,NA,NA,NA,NA
"Cephalopoda","Spirulida","Spirulidae","Spirula spirula","l_min",NA,NA,0.48154731095492,NA,NA
"Cephalopoda","Vampyromorpha","Vampyroteuthidae","Vampyroteuthis infernalis","l_max",30,NA,6.02497159381358,20.0832386460453,NA
"Cephalopoda","Vampyromorpha","Vampyroteuthidae","Vampyroteuthis infernalis","l_min",NA,6.02497159381358,2.16898977377289,NA,NA
"Gastropoda","Caenogastropoda","Epitoniodea","Janthina exigua","l_max",1.53,NA,NA,NA,NA
"Gastropoda","Caenogastropoda","Epitoniodea","Janthina exigua","l_min",NA,NA,NA,NA,NA
"Gastropoda","Littorinimorpha","Atlantidae","Atlanta peronii","l_max",1.1,NA,NA,NA,NA
"Gastropoda","Littorinimorpha","Atlantidae","Atlanta peronii","l_min",NA,NA,NA,NA,NA
"Gastropoda","Littorinimorpha","Carinariidae","Carinaria lamarckii","l_max",11.5,NA,NA,NA,NA
"Gastropoda","Littorinimorpha","Carinariidae","Carinaria lamarckii","l_min",NA,NA,NA,NA,NA
"Hexanauplia","Calanoida","Calanidae","Calanus finmarchicus","l_max",0.4,NA,NA,NA,NA
"Hexanauplia","Calanoida","Calanidae","Calanus finmarchicus","l_min",NA,NA,NA,NA,NA
"Hexanauplia","Calanoida","Calanidae","Cosmocalanus darwinii darwinii","l_max",0.258,NA,NA,NA,NA
"Hexanauplia","Calanoida","Calanidae","Cosmocalanus darwinii darwinii","l_min",0.16,NA,NA,NA,NA
"Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus furcatus","l_max",0.16,NA,NA,NA,NA
"Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus furcatus","l_min",NA,NA,NA,NA,NA
"Hexanauplia","Cyclopoida","Corycaeidae","Farranula gibbula","l_max",0.11,NA,NA,NA,NA
"Hexanauplia","Cyclopoida","Corycaeidae","Farranula gibbula","l_min",NA,NA,NA,NA,NA
"Hydrozoa","Siphonophorae","Diphyidae","Chelophyes appendiculata","l_max",0.2,NA,NA,NA,NA
"Hydrozoa","Siphonophorae","Diphyidae","Chelophyes appendiculata","l_min",NA,NA,NA,NA,NA
"Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus crusculum","l_max",0.21,NA,NA,NA,NA
"Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus crusculum","l_min",NA,NA,NA,NA,NA
"Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus macrocephalus","l_max",0.5,NA,NA,NA,NA
"Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus macrocephalus","l_min",NA,NA,NA,NA,NA
"Malacostraca","Amphipoda","Cyphocarididae","Cyphocaris faurei","l_max",3,NA,NA,NA,NA
"Malacostraca","Amphipoda","Cyphocarididae","Cyphocaris faurei","l_min",NA,NA,NA,NA,NA
"Malacostraca","Amphipoda","Eupronoidae","Parapronoe crustulum","l_max",2,NA,NA,NA,NA
"Malacostraca","Amphipoda","Eupronoidae","Parapronoe crustulum","l_min",NA,NA,NA,NA,NA
"Malacostraca","Amphipoda","Hyperiidae","Hyperia galba","l_max",1.2,NA,NA,NA,NA
"Malacostraca","Amphipoda","Hyperiidae","Hyperia galba","l_min",NA,NA,NA,NA,NA
"Malacostraca","Amphipoda","Hyperiidae","Themisto gaudichaudii","l_max",2.8,NA,NA,NA,NA
"Malacostraca","Amphipoda","Hyperiidae","Themisto gaudichaudii","l_min",1.2,NA,NA,NA,NA
"Malacostraca","Amphipoda","Lanceolidae","Lanceola sayana","l_max",4.2,NA,NA,NA,NA
"Malacostraca","Amphipoda","Lanceolidae","Lanceola sayana","l_min",NA,NA,NA,NA,NA
"Malacostraca","Amphipoda","Oxyccephalidae","Leptocotis tenuirostris","l_max",0.9,NA,NA,NA,NA
"Malacostraca","Amphipoda","Oxyccephalidae","Leptocotis tenuirostris","l_min",NA,NA,NA,NA,NA
"Malacostraca","Amphipoda","Oxyccephalidae","Streetsia challengeri","l_max",4.9,NA,NA,NA,NA
"Malacostraca","Amphipoda","Oxyccephalidae","Streetsia challengeri","l_min",NA,NA,NA,NA,NA
"Malacostraca","Amphipoda","Phrosinidae","Anchylomera blossevillei","l_max",1.1,NA,NA,NA,NA
"Malacostraca","Amphipoda","Phrosinidae","Anchylomera blossevillei","l_min",NA,NA,NA,NA,NA
"Malacostraca","Amphipoda","Phrosinidae","Phrosina semilunata","l_max",3,NA,NA,NA,NA
"Malacostraca","Amphipoda","Phrosinidae","Phrosina semilunata","l_min",NA,NA,NA,NA,NA
"Malacostraca","Amphipoda","Phrosinidae","Primno macropa","l_max",2.1,NA,NA,NA,NA
"Malacostraca","Amphipoda","Phrosinidae","Primno macropa","l_min",NA,NA,NA,NA,NA
"Malacostraca","Amphipoda","Platyscelidae","Platyscelus armatus","l_max",1.6,NA,NA,NA,NA
"Malacostraca","Amphipoda","Platyscelidae","Platyscelus armatus","l_min",NA,NA,NA,NA,NA
"Malacostraca","Amphipoda","Platyscelidae","Platyscelus ovoides","l_max",2,NA,NA,NA,NA
"Malacostraca","Amphipoda","Platyscelidae","Platyscelus ovoides","l_min",1.2,NA,NA,NA,NA
"Malacostraca","Amphipoda","Platyscelidae","Platyscelus serratulus","l_max",0.7,NA,NA,NA,NA
"Malacostraca","Amphipoda","Platyscelidae","Platyscelus serratulus","l_min",NA,NA,NA,NA,NA
"Malacostraca","Amphipoda","Vibiliidae","Vibilia gibbosa","l_max",0.8,NA,NA,NA,NA
"Malacostraca","Amphipoda","Vibiliidae","Vibilia gibbosa","l_min",NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Acanthephyridae","Acanthephyra pelagica","l_max",27,2.8,NA,NA,10.3703703703704
"Malacostraca","Decapoda","Acanthephyridae","Acanthephyra pelagica","l_min",2.8,NA,NA,NA,NA
"Malacostraca","Decapoda","Alpheidae","Alpheus glaber","l_max",0.43,NA,NA,NA,NA
"Malacostraca","Decapoda","Alpheidae","Alpheus glaber","l_min",NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Axiidae","Axius stirhynchus","l_max",0.21,NA,NA,NA,NA
"Malacostraca","Decapoda","Axiidae","Axius stirhynchus","l_min",NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Benthesicymidae","Gennadas elegans","l_max",4.5,NA,NA,NA,NA
"Malacostraca","Decapoda","Benthesicymidae","Gennadas elegans","l_min",NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Munididae","Pleuroncodes planipes","l_max",13,1.45,0.72,5.53846153846154,11.1538461538462
"Malacostraca","Decapoda","Munididae","Pleuroncodes planipes","l_min",1.45,NA,0.26,17.9310344827586,NA
"Malacostraca","Decapoda","Oplophoroidae","Janicella spinicauda","l_max",1.04,NA,NA,NA,NA
"Malacostraca","Decapoda","Oplophoroidae","Janicella spinicauda","l_min",NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Oplophoroidae","Oplophorus typus","l_max",3.9,NA,NA,NA,NA
"Malacostraca","Decapoda","Oplophoroidae","Oplophorus typus","l_min",NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Oplophpridae","Systellaspis debilis","l_max",1.7,1.054,0.462,27.1764705882353,62
"Malacostraca","Decapoda","Oplophpridae","Systellaspis debilis","l_min",1.054,NA,0.319,30.2656546489564,NA
"Malacostraca","Decapoda","Palinuridae","Palinurus mauritanicus","l_max",75,9,2.23,2.97333333333333,12
"Malacostraca","Decapoda","Palinuridae","Palinurus mauritanicus","l_min",9,2.41,NA,NA,26.7777777777778
"Malacostraca","Decapoda","Pandalidae","Heterocarpus laevigatus","l_max",18,NA,NA,NA,NA
"Malacostraca","Decapoda","Pandalidae","Heterocarpus laevigatus","l_min",4,NA,NA,NA,NA
"Malacostraca","Decapoda","Pasiphaeidae","Parapasiphae sulcatifrons","l_max",9.89,1.9,1.6,16.1779575328615,19.211324570273
"Malacostraca","Decapoda","Pasiphaeidae","Parapasiphae sulcatifrons","l_min",1.9,1.6,0.85,44.7368421052632,84.2105263157895
"Malacostraca","Decapoda","Penaeidae","Funchalia taaningi","l_max",2.3,NA,NA,NA,NA
"Malacostraca","Decapoda","Penaeidae","Funchalia taaningi","l_min",1,NA,NA,NA,NA
"Malacostraca","Decapoda","Penaeidae","Funchalia woodwardi","l_max",16,NA,NA,NA,NA
"Malacostraca","Decapoda","Penaeidae","Funchalia woodwardi","l_min",NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Polybiidae","Polybius henslowii","l_max",4.4,3.78,NA,NA,85.9090909090909
"Malacostraca","Decapoda","Polybiidae","Polybius henslowii","l_min",3.78,NA,NA,NA,NA
"Malacostraca","Decapoda","Scyllaridae","Parribacus antarcticus","l_max",20,NA,2,10,NA
"Malacostraca","Decapoda","Scyllaridae","Parribacus antarcticus","l_min",2,NA,NA,NA,NA
"Malacostraca","Decapoda","Scyllaridae","Scyllarus arctus","l_max",16,2.1,2.8,17.5,13.125
"Malacostraca","Decapoda","Scyllaridae","Scyllarus arctus","l_min",2.1,NA,0.1,4.76190476190476,NA
"Malacostraca","Decapoda","Sergestidae","Eusergestes arcticus","l_max",1.4,NA,NA,NA,NA
"Malacostraca","Decapoda","Sergestidae","Eusergestes arcticus","l_min",NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Sergestidae","Eusergestes similis","l_max",5.4,0.58,NA,NA,10.7407407407407
"Malacostraca","Decapoda","Sergestidae","Eusergestes similis","l_min",0.58,NA,NA,NA,NA
"Malacostraca","Decapoda","Sergestidae","Robustosergia robusta","l_max",NA,NA,NA,NA,NA
"Malacostraca","Decapoda","Sergestidae","Robustosergia robusta","l_min",NA,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Euphausia pacifica","l_max",2.5,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Euphausia pacifica","l_min",NA,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Meganyctiphanes norvegica","l_max",4,1.75,NA,NA,43.75
"Malacostraca","Euphausiacea","Euphausiidae","Meganyctiphanes norvegica","l_min",1.75,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis megalops","l_max",2.6,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis megalops","l_min",NA,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes australis","l_max",1.67,0.9,NA,NA,53.8922155688623
"Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes australis","l_min",0.9,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron abbreviatum","l_max",1.6,NA,NA,NA,NA
"Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron abbreviatum","l_min",NA,NA,NA,NA,NA
"Malacostraca","Isopoda","Idoteidae","Idotea metallica","l_max",NA,NA,NA,NA,NA
"Malacostraca","Isopoda","Idoteidae","Idotea metallica","l_min",NA,NA,NA,NA,NA
"Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia gigas","l_max",16.4,12,NA,NA,73.1707317073171
"Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia gigas","l_min",12,NA,NA,NA,NA
"Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia ingens","l_max",35,NA,NA,NA,NA
"Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia ingens","l_min",NA,NA,NA,NA,NA
"Malacostraca","Stomatopoda","Lysiosquillidae","Lysiosquilla tredecimdentata","l_max",2.76,NA,NA,NA,NA
"Malacostraca","Stomatopoda","Lysiosquillidae","Lysiosquilla tredecimdentata","l_min",NA,NA,NA,NA,NA
"Malacostraca","Stomatopoda","Odontodactylidae","Odontodactylus hansenii","l_max",7.7,NA,NA,NA,NA
"Malacostraca","Stomatopoda","Odontodactylidae","Odontodactylus hansenii","l_min",NA,NA,NA,NA,NA
"Malacostraca","Stomatopoda","Odontodacylidae","Odontodactylus scyllarus","l_max",17,NA,NA,NA,NA
"Malacostraca","Stomatopoda","Odontodacylidae","Odontodactylus scyllarus","l_min",3,NA,NA,NA,NA
"Malacostraca","Stomatopoda","Squillidae","Natosquilla investigatoris","l_max",6.3,NA,NA,NA,NA
"Malacostraca","Stomatopoda","Squillidae","Natosquilla investigatoris","l_min",NA,NA,NA,NA,NA
"Malacostraca","Stomatopoda","Squilllidae","Neoanchisquilla tuberculata","l_max",7.4,NA,NA,NA,NA
"Malacostraca","Stomatopoda","Squilllidae","Neoanchisquilla tuberculata","l_min",NA,NA,NA,NA,NA
"Malacostraca","Stromatopoda","Protosquillidae","Echinosquilla guerinii","l_max",8.1,NA,NA,NA,NA
"Malacostraca","Stromatopoda","Protosquillidae","Echinosquilla guerinii","l_min",NA,NA,NA,NA,NA
"Thaliacea","Salpida","Salpidae","Salpa maxima","l_max",10,NA,NA,NA,NA
"Thaliacea","Salpida","Salpidae","Salpa maxima","l_min",NA,NA,NA,NA,NA
