ID,prey_class,prey_order,prey_family,prey_sp,prey_common,energy_density,percent_protein,percent_lipid
558,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,10.46,NA,NA
559,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,11.3,NA,NA
560,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,11.3,NA,NA
561,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,10.46,NA,NA
562,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,10.46,NA,NA
563,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,11.3,NA,NA
564,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,10.88,NA,NA
565,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,10.88,NA,NA
566,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,10.46,NA,NA
567,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,11.3,NA,NA
568,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,10.88,NA,NA
569,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,11.3,NA,NA
570,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,10.46,NA,NA
571,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,9.62,NA,NA
572,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,11.7,NA,NA
573,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,11.7,NA,NA
574,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,12.55,NA,NA
575,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,10.88,NA,NA
576,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,11.3,NA,NA
577,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,10.46,NA,NA
578,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,10.46,NA,NA
579,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,10.46,NA,NA
580,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,11.3,NA,NA
581,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,10.88,NA,NA
582,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,11.3,NA,NA
583,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,10.88,NA,NA
584,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,9.7,NA,NA
585,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,NA,13.9
586,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,NA,11.1
587,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,NA,13.3
588,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,NA,12.4
589,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,NA,14.3
590,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,NA,15.1
591,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,NA,15.9
592,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,NA,14.8
593,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,8.79,12.07,14.92
594,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,8.84,12.06,14.89
595,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,8.79,11.92,14.6
596,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,11.79,15.12
597,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,11.97,15.04
598,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,12.99,20.53
599,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,12.22,19.6
600,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,10.94,17.92
601,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,11.96,18.64
602,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,11.51,18.32
603,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,11.61,17.35
604,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,11.61,19.01
605,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,11.51,18.31
606,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,11.37,17.11
607,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,11.94,21.68
608,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,12.31,19.57
609,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,11.51,18.96
610,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,11.19,18.47
611,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,12.26,18.08
612,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,11.57,16.75
613,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,12,17.4
614,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,11.65,19.68
615,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,12.07,19.01
616,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,12.14,18.85
617,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,12.98,21.42
618,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,12.45,18.98
619,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,11.47,19.23
620,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,12.58,20.33
621,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,11.92,17.41
622,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,12.62,20.26
623,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,13.14,8.7
624,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,12.73,20.14
625,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,12.71,20.28
626,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,12.58,19.25
627,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,12.17,19.19
628,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,12.54,20.49
629,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,12.52,19.86
630,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,9.35,12.22,18.93
631,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,10.12,13.03,20.6
632,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,8.5,13.98,15.61
633,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,8.41,12.44,16.21
634,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,6.44,11.04,11.59
635,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,8.95,13,17.4
636,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,9.42,13.26,18.54
637,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,9.52,12.72,19.1
638,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,9.14,12.14,18.4
639,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys pacificus,eulachon,NA,14.6,6.25
640,Actinopterygii,Perciformes,Anarhichadidae,Anarrhichthys ocellatus,wolf eel,NA,NA,NA
641,Actinopterygii,Perciformes,Bramidae,Brama brama,Atlantic pomfret,NA,NA,NA
642,Actinopterygii,Perciformes,Bramidae,Brama orcini,bigtooth pomfret,NA,NA,NA
643,Actinopterygii,Perciformes,Bramidae,Taractes asper,rough pomfret,NA,NA,NA
644,Actinopterygii,Perciformes,Carangidae,Trachurus symmetricus,Pacific jack mackerel,NA,NA,6.4
645,Actinopterygii,Perciformes,Carangidae,Trachurus symmetricus,Pacific jack mackerel,6.4,NA,NA
646,Actinopterygii,Perciformes,Centrolophidae,Icichthys lockingtoni,medusafish,NA,NA,NA
647,Actinopterygii,Perciformes,Chiasmodontidae,Chiasmodon niger,black swallower,NA,NA,56.89
648,Actinopterygii,Perciformes,Coryphaenidae,Coryphaena hippurus,mahi mahi,NA,NA,NA
649,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,NA,NA,0.46
650,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,4.68,NA,NA
651,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,NA,13.7,NA
652,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,NA,NA,4.1
653,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,NA,NA,3.6
654,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,NA,NA,3.6
655,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,NA,NA,1.1
656,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,NA,NA,1.3
657,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,NA,NA,0.8
658,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,NA,NA,2.6
659,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,NA,NA,3.8
660,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,NA,NA,2.8
661,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,NA,NA,2.5
662,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,NA,NA,2.2
663,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,NA,NA,2.1
664,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,NA,NA,3
665,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,NA,NA,3.1
666,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,NA,NA,3.6
667,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,NA,NA,2.4
668,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,NA,NA,2.6
669,Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,shiner perch,NA,NA,2
670,Actinopterygii,Perciformes,Gempylidae,Gempylus serpens,snake mackerel,NA,NA,NA
671,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,blaceye giby,NA,NA,NA
672,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops nicholsii,blaceye giby,NA,NA,NA
673,Actinopterygii,Perciformes,Kyphosidae,Medialuna californiensis,halfmoon,NA,19.8,NA
674,Actinopterygii,Perciformes,Labridae,Halichoeres nicholsi,spinster wrasse,NA,NA,NA
675,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,NA,1.5
676,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,NA,2.9
677,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,NA,4.6
678,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,NA,5
679,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,NA,3.4
680,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,NA,2.6
681,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,NA,4.6
682,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,NA,5.6
683,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,NA,6.6
684,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,NA,8.9
685,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,NA,3.2
686,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,NA,3.6
687,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,NA,3.7
688,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,NA,8.2
689,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,NA,6.7
690,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,NA,2.6
691,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,NA,2.9
692,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,NA,3.4
693,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,NA,6.9
694,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,NA,2.2
695,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,5.50196,16.82,5.09
696,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,5.183976,17.67,3.25
697,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,4.619136,17.26,2.05
698,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,4.857624,17.88,2.5
699,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,7.836632,16.12,11.55
700,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,NA,17.56,2.42
701,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,4.58281888,17.45,2.8
702,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,4.39713296,17.4,2.1
703,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,3.95388,16.6,2.2
704,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,4.30947816,16.1,3.3
705,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,4.51872,16.4,3.5
706,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,4.7798016,16.4,4
707,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,4.87436,16.1,4.7
708,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,5.22966528,16.7,4.9
709,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,5.226862,16.2,5
710,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,5.50982592,17.5,4.9
711,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,4.98992208,17.3,3.8
712,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,4.8735232,18.6,3.1
713,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,4.6024,17.6,2.6
714,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,4.49010144,17.5,2.2
715,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,4.31654912,16.7,2.8
716,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,4.4438264,15.8,3.6
717,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,4.5588864,16.8,3.7
718,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,4.7264556,16.6,3.8
719,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,4.93712,16.4,4.8
720,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,5.3456876,16.5,5.2
721,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,5.56329744,16.8,5.5
722,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,5.8316592,17.4,6
723,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,5.00021472,17.8,3.5
724,Actinopterygii,Perciformes,Mugilidae,Mugil cephalus,flathead grey mullet,4.91402432,18.64,3.1
725,Actinopterygii,Perciformes,Nomeidae,Cubiceps gracilis,driftfish,NA,NA,18.9
726,Actinopterygii,Perciformes,Nomeidae,Cubiceps gracilis,driftfish,3.809,NA,NA
727,Actinopterygii,Perciformes,Pomacentridae,Chromis punctipinnis,blackfish,NA,NA,NA
728,Actinopterygii,Perciformes,Scombridae,Katsuwonus pelamis,skipjack tuna,NA,24,1.59
729,Actinopterygii,Perciformes,Scombridae,Katsuwonus pelamis,skipjack tuna,NA,22.7,1.68
730,Actinopterygii,Perciformes,Scombridae,Katsuwonus pelamis,skipjack tuna,NA,22.4,1.75
731,Actinopterygii,Perciformes,Scombridae,Katsuwonus pelamis,skipjack tuna,NA,23.4,1.81
732,Actinopterygii,Perciformes,Scombridae,Katsuwonus pelamis,skipjack tuna,NA,22.7,2.57
733,Actinopterygii,Perciformes,Scombridae,Katsuwonus pelamis,skipjack tuna,NA,25.5,1.88
734,Actinopterygii,Perciformes,Scombridae,Katsuwonus pelamis,skipjack tuna,NA,25.5,1.9
735,Actinopterygii,Perciformes,Scombridae,Katsuwonus pelamis,skipjack tuna,NA,24.13,0.41
736,Actinopterygii,Perciformes,Scombridae,Katsuwonus pelamis,skipjack tuna,6.0668,NA,NA
737,Actinopterygii,Perciformes,Scombridae,Katsuwonus pelamis,skipjack tuna,6.19232,NA,NA
738,Actinopterygii,Perciformes,Scombridae,Scomber japonicus,Pacific chub mackerel,NA,NA,8.1
739,Actinopterygii,Perciformes,Scombridae,Scomber japonicus,Pacific chub mackerel,9.037,NA,NA
740,Actinopterygii,Perciformes,Scombridae,Scomber japonicus,Pacific chub mackerel,NA,NA,2.2
741,Actinopterygii,Perciformes,Scombridae,Scomber japonicus,Pacific chub mackerel,NA,18.83,19.58
742,Actinopterygii,Perciformes,Scombridae,Scomber japonicus,Pacific chub mackerel,NA,21.9,9.04
743,Actinopterygii,Perciformes,Scombridae,Scomber japonicus,Pacific chub mackerel,NA,18.12,18.62
744,Actinopterygii,Perciformes,Scombridae,Scomber japonicus,Pacific chub mackerel,4.51,18.6,3
745,Actinopterygii,Perciformes,Scombridae,Scomber japonicus,Pacific chub mackerel,NA,NA,2
746,Actinopterygii,Perciformes,Stomateidae,Peprilus simillimus,Pacific pompano,NA,NA,NA
747,Actinopterygii,Perciformes,Tetragonuridae,Tetragonurus cuvieri,smalleye squarefish,NA,NA,NA
748,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys sordidus,Pacific sanddab,3.47,NA,NA
749,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys sordidus,Pacific sanddab,NA,NA,15.9
750,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys sordidus,Pacific sanddab,NA,NA,18.1
751,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys sordidus,Pacific sanddab,NA,17,1.6
752,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronichthys decurrens,curlfin sole,NA,NA,NA
753,Actinopterygii,Pleuronectiformes,Pleutonectidae,Microstomus pacificus,dove sole,2.86,NA,1.0248
754,Actinopterygii,Pleuronectiformes,Pleutonectidae,Microstomus pacificus,dove sole,NA,NA,1.03
755,Actinopterygii,Pleuronectiformes,Pleutonectidae,Microstomus pacificus,dove sole,NA,NA,9
756,Actinopterygii,Pleuronectiformes,Pleutonectidae,Microstomus pacificus,dove sole,NA,7.14,NA
757,Actinopterygii,Pleuronectiformes,Pleutonectidae,Microstomus pacificus,dove sole,NA,15.2,0.8
758,Actinopterygii,Pleuronectiformes,Pleutonectidae,Microstomus pacificus,dove sole,NA,16.8,0.95
759,Actinopterygii,Pleuronectiformes,Pleutonectidae,Microstomus pacificus,dove sole,3.43,12.7,3.5
760,Actinopterygii,Pleutonectiformes,Pleuronectidae,Glyptocephalus zachirus,rex sole,NA,NA,1
761,Actinopterygii,Pleutonectiformes,Pleuronectidae,Glyptocephalus zachirus,rex sole,NA,NA,1.2
762,Actinopterygii,Pleutonectiformes,Pleuronectidae,Glyptocephalus zachirus,rex sole,NA,NA,1.2
763,Actinopterygii,Pleutonectiformes,Pleuronectidae,Glyptocephalus zachirus,rex sole,NA,9.02,NA
764,Actinopterygii,Pleutonectiformes,Pleuronectidae,Glyptocephalus zachirus,rex sole,NA,16.6,0.7
765,Actinopterygii,Pleutonectiformes,Pleuronectidae,Glyptocephalus zachirus,rex sole,3.02,NA,NA
766,Actinopterygii,Pleutonectiformes,Pleuronectidae,Glyptocephalus zachirus,rex sole,2.427,9.265,0.454
767,Actinopterygii,Pleutonectiformes,Pleuronectidae,Glyptocephalus zachirus,rex sole,NA,16.7,0.71
768,Actinopterygii,Scorpaeniformes,Agonidae,Bathyagonus pentacanthus,bigeye poacher,NA,NA,NA
769,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,2.64,NA,1.3
770,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,NA,NA,NA
771,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,NA,NA,2.6
772,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,4.6,NA,NA
773,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,4.6,NA,NA
774,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,5.02,NA,NA
775,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,4.6,NA,NA
776,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,6.28,NA,NA
777,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,5.86,NA,NA
778,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,4.6,NA,NA
779,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,5.02,NA,NA
780,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,5.02,NA,NA
781,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,8.37,NA,NA
782,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,6.28,NA,NA
783,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,5.86,NA,NA
784,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,5.44,NA,NA
785,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,5.02,NA,NA
786,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,5.86,NA,NA
787,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,5.02,NA,NA
788,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,5.02,NA,NA
789,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,5.02,NA,NA
790,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,NA,8.6,NA
791,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,NA,12.9,15.2
792,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,NA,12.8,8.4
793,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,NA,11.5,5.6
794,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,NA,9.8,5.2
795,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,5.481,8.908,9.14
796,Actinopterygii,Scorpaeniformes,Anoplopomatidae,Anoplopoma fimbria,sablefish,NA,13.8,15.1
797,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes aleutianus,rougheye rockfish,NA,NA,NA
798,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes brevispinis,silvergray rockfish,NA,NA,NA
799,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes diploproa,splitnose rockfish,NA,11,NA
800,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes diploproa,splitnose rockfish,2.9288,11.114,0.645
801,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes helvomaculatus,rosethorn rockfish,NA,NA,NA
802,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes maliger,quillback rockfish,NA,NA,NA
803,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes miniatus,vermilion rockfish,NA,NA,NA
804,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes proriger,redstripe rockfish,NA,NA,NA
805,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes wilsoni,pygmy rockfish,NA,NA,NA
806,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes zacentrus,sharpchin rockfish,NA,NA,NA
807,Actinopterygii,Stephanoberyciformes,Melamphaidae,Melamphaes lugubris,highsnout melamphid,15.27,10.2,32.3
808,Actinopterygii,Stephanoberyciformes,Melamphaidae,Scopelogadus mizolepis bispinosus,twospine bigscales,2.88,6.7298,3.0457
809,Actinopterygii,Stephanoberyciformes,Melamphaidae,Scopelogadus mizolepis bispinosus,twospine bigscales,1.78,6.3,0.8
810,Actinopterygii,Stomiiformes,Phosichthyidae,Vinciguerria lucetia,Panama lightfish,5.15,NA,NA
811,Actinopterygii,Stomiiformes,Phosichthyidae,Vinciguerria lucetia,Panama lightfish,5.2,NA,NA
812,Actinopterygii,Stomiiformes,Sternoptychidae,Sternoptyx diaphana,diaphanous hatchet fish,2.67,9,5.4
813,Actinopterygii,Stomiiformes,Sternoptychidae,Sternoptyx diaphana,diaphanous hatchet fish,1.92,6.4,4.6
814,Actinopterygii,Stomiiformes,Sternoptychidae,Sternoptyx diaphana,diaphanous hatchet fish,3.61,9.2,8.3
815,Actinopterygii,Stomiiformes,Sternoptychidae,Sternoptyx diaphana,diaphanous hatchet fish,NA,7.035,NA
816,Actinopterygii,Stomiiformes,Sternoptychidae,Sternoptyx diaphana,diaphanous hatchet fish,2.867,10.2,1.1
